ID,Name,Description,Techniques,Tactics,Techniques-Description,Techniques-Name
G1044,APT42,"APT42 has registered domains, several of which masqueraded as news outlets and login services, for use in operations.",T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G1002,BITTER,BITTER has registered a variety of domains to host malicious payloads and for C2.,T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
C0010,C0010,"For C0010, UNC3890 actors established domains that appeared to be legitimate services and entities, such as LinkedIn, Facebook, Office 365, and Pfizer.",T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
C0011,C0011,"For C0011, Transparent Tribe registered domains likely designed to appear relevant to student targets in India.",T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
C0021,C0021,"For C0021, the threat actors registered domains for use in C2.",T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
C0026,C0026,"For C0026, the threat actors re-registered expired C2 domains previously used for ANDROMEDA malware.",T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
C0004,CostaRicto,"For CostaRicto, the threat actors established domains, some of which appeared to spoof legitimate domains.",T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G1012,CURIUM,CURIUM created domains to facilitate strategic website compromise and credential capture activities.,T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
S1111,DarkGate,DarkGate command and control includes hard-coded domains in the malware chosen to masquerade as legitimate services such as Akamai CDN or Amazon Web Services.,T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G0035,Dragonfly,Dragonfly has registered domains for targeting intended victims.,T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G1006,Earth Lusca,"Earth Lusca has registered domains, intended to look like legitimate target domains, that have been used in watering hole attacks.",T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G1011,EXOTIC LILY,"EXOTIC LILY has registered domains to spoof targeted organizations by changing the top-level domain (TLD) to "".us"", "".co"" or "".biz"".",T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G0137,Ferocious Kitten,Ferocious Kitten has acquired domains imitating legitimate sites.,T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G0046,FIN7,FIN7 has registered look-alike domains for use in phishing campaigns.,T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
C0007,FunnyDream,"For FunnyDream, the threat actors registered a variety of domains.",T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G0047,Gamaredon Group,Gamaredon Group has registered multiple domains to facilitate payload staging and C2.,T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G1001,HEXANE,"HEXANE has registered and operated domains for campaigns, often using a security or web technology theme or impersonating the targeted organization.",T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
C0043,Indian Critical Infrastructure Intrusions,"During Indian Critical Infrastructure Intrusions, RedEcho registered domains spoofing Indian critical infrastructure entities.",T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G0136,IndigoZebra,"IndigoZebra has established domains, some of which were designed to look like official government domains, for their operations.",T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G0094,Kimsuky,"Kimsuky has registered domains to spoof targeted organizations and trusted third parties including search engines, web platforms, and cryptocurrency exchanges.",T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G0032,Lazarus Group,Lazarus Group has acquired domains related to their campaigns to act as distribution points and C2 channels.,T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G0140,LazyScripter,LazyScripter has used dynamic DNS providers to create legitimate-looking subdomains for C2.,T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G0065,Leviathan,Leviathan has established domains that impersonate legitimate entities to use for targeting efforts.,T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G0059,Magic Hound,"Magic Hound has registered fraudulent domains such as ""mail-newyorker.com"" and ""news12.com.recover-session-service.site"" to target specific victims with phishing attacks.",T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G0045,menuPass,menuPass has registered malicious domains for use in intrusion campaigns.,T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G1036,Moonstone Sleet,Moonstone Sleet registered domains to develop effective personas for fake companies used in phishing activity.,T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G0129,Mustang Panda,Mustang Panda have acquired C2 domains prior to operations.,T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G0049,OilRig,"OilRig has set up fake VPN portals, conference sign ups, and job application websites to target victims.",T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
C0022,Operation Dream Job,"During Operation Dream Job, Lazarus Group registered a domain name identical to that of a compromised company as part of their BEC effort.",T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
C0016,Operation Dust Storm,"For Operation Dust Storm, the threat actors established domains as part of their operational infrastructure.",T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
C0023,Operation Ghost,"For Operation Ghost, APT29 registered domains for use in C2 including some crafted to appear as existing legitimate domains.",T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
C0006,Operation Honeybee,"During Operation Honeybee, threat actors registered domains for C2.",T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
C0005,Operation Spalax,"For Operation Spalax, the threat actors registered hundreds of domains using Duck DNS and DNS Exit.",T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
S1130,Raspberry Robin,"Raspberry Robin uses newly-registered domains containing only a few characters for command and controll purposes, such as ""v0[.]cx"".",T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
C0047,RedDelta Modified PlugX Infection Chain Operations,Mustang Panda registered adversary-controlled domains during RedDelta Modified PlugX Infection Chain Operations that were re-registrations of expired domains.,T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G1042,RedEcho,RedEcho has registered domains spoofing Indian critical infrastructure entities.,T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G0034,Sandworm Team,"Sandworm Team has registered domain names and created URLs that are often designed to mimic or spoof legitimate websites, such as email login pages, online file sharing and storage websites, and password reset pages, while also hosting these items on legitimate, compromised network infrastructure.",T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G1041,Sea Turtle,Sea Turtle registered domains for authoritative name servers used in DNS hijacking activity and for command and control servers.,T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G0122,Silent Librarian,"Silent Librarian has acquired domains to establish credential harvesting pages, often spoofing the target organization and using free top level domains .TK, .ML, .GA, .CF, and .GQ.",T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
C0024,SolarWinds Compromise,"For the SolarWinds Compromise, APT29 acquired C2 domains, sometimes through resellers.",T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G1033,Star Blizzard,Star Blizzard has registered domains using randomized words and with names resembling legitimate organizations.,T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G1046,Storm-1811,Storm-1811 has created domains for use with RMM tools.,T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G1018,TA2541,"TA2541 has registered domains often containing the keywords ""kimjoy,"" ""h0pe,"" and ""grace,"" using domain registrars including Netdorm and No-IP DDNS, and hosting providers including xTom GmbH and Danilenko, Artyom.",T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G0092,TA505,TA505 has registered domains to impersonate services such as Dropbox to distribute malware.,T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G0139,TeamTNT,TeamTNT has obtained domains to host their payloads.,T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G0027,Threat Group-3390,Threat Group-3390 has registered domains for C2.,T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G0134,Transparent Tribe,"Transparent Tribe has registered domains to mimic file sharing, government, defense, and research websites for use in targeted campaigns.",T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G0044,Winnti Group,Winnti Group has registered domains for C2 that mimicked sites of their intended targets.,T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G1035,Winter Vivern,Winter Vivern registered domains mimicking other entities throughout various campaigns.,T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
S1207,XLoader,XLoader can utilize hardcoded command and control domain configurations created by the XLoader authors. These are designed to mimic domain registrars and hosting service providers such as Hostinger and Namecheap.,T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G0128,ZIRCONIUM,ZIRCONIUM has purchased domains for use in targeted campaigns.,T1583.001,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",Domains
G0001,Axiom,Axiom has acquired dynamic DNS services for use in the targeting of intended victims.,T1583.002,Resource Development,"Adversaries may set up their own Domain Name System (DNS) servers that can be used during targeting. During post-compromise activity, adversaries may utilize DNS traffic for various tasks, including for Command and Control (ex: Application Layer Protocol). Instead of hijacking existing DNS servers, adversaries may opt to configure and run their own DNS servers in support of operations.",DNS Server
G1001,HEXANE,HEXANE has set up custom DNS servers to send commands to compromised hosts via TXT records.,T1583.002,Resource Development,"Adversaries may set up their own Domain Name System (DNS) servers that can be used during targeting. During post-compromise activity, adversaries may utilize DNS traffic for various tasks, including for Command and Control (ex: Application Layer Protocol). Instead of hijacking existing DNS servers, adversaries may opt to configure and run their own DNS servers in support of operations.",DNS Server
G1041,Sea Turtle,Sea Turtle built adversary-in-the-middle DNS servers to impersonate legitimate services that were later used to capture credentials.,T1583.002,Resource Development,"Adversaries may set up their own Domain Name System (DNS) servers that can be used during targeting. During post-compromise activity, adversaries may utilize DNS traffic for various tasks, including for Command and Control (ex: Application Layer Protocol). Instead of hijacking existing DNS servers, adversaries may opt to configure and run their own DNS servers in support of operations.",DNS Server
G0007,APT28,APT28 hosted phishing domains on free services for brief periods of time during campaigns.,T1583.003,Resource Development,"Adversaries may rent Virtual Private Servers (VPSs) that can be used during targeting. There exist a variety of cloud service providers that will sell virtual machines/containers as a service. By utilizing a VPS, adversaries can make it difficult to physically tie back operations to them. The use of cloud infrastructure can also make it easier for adversaries to rapidly provision, modify, and shut down their infrastructure.",Virtual Private Server
G1044,APT42,APT42 has used anonymized infrastructure and Virtual Private Servers (VPSs) to interact with the victim’s environment.,T1583.003,Resource Development,"Adversaries may rent Virtual Private Servers (VPSs) that can be used during targeting. There exist a variety of cloud service providers that will sell virtual machines/containers as a service. By utilizing a VPS, adversaries can make it difficult to physically tie back operations to them. The use of cloud infrastructure can also make it easier for adversaries to rapidly provision, modify, and shut down their infrastructure.",Virtual Private Server
C0046,ArcaneDoor,"ArcaneDoor included the use of dedicated, adversary-controlled virtual private servers for command and control.",T1583.003,Resource Development,"Adversaries may rent Virtual Private Servers (VPSs) that can be used during targeting. There exist a variety of cloud service providers that will sell virtual machines/containers as a service. By utilizing a VPS, adversaries can make it difficult to physically tie back operations to them. The use of cloud infrastructure can also make it easier for adversaries to rapidly provision, modify, and shut down their infrastructure.",Virtual Private Server
G0001,Axiom,Axiom has used VPS hosting providers in targeting of intended victims.,T1583.003,Resource Development,"Adversaries may rent Virtual Private Servers (VPSs) that can be used during targeting. There exist a variety of cloud service providers that will sell virtual machines/containers as a service. By utilizing a VPS, adversaries can make it difficult to physically tie back operations to them. The use of cloud infrastructure can also make it easier for adversaries to rapidly provision, modify, and shut down their infrastructure.",Virtual Private Server
G1043,BlackByte,BlackByte staged encryption keys on virtual private servers operated by the adversary.,T1583.003,Resource Development,"Adversaries may rent Virtual Private Servers (VPSs) that can be used during targeting. There exist a variety of cloud service providers that will sell virtual machines/containers as a service. By utilizing a VPS, adversaries can make it difficult to physically tie back operations to them. The use of cloud infrastructure can also make it easier for adversaries to rapidly provision, modify, and shut down their infrastructure.",Virtual Private Server
C0032,C0032,"During the C0032 campaign, TEMP.Veles used Virtual Private Server (VPS) infrastructure.",T1583.003,Resource Development,"Adversaries may rent Virtual Private Servers (VPSs) that can be used during targeting. There exist a variety of cloud service providers that will sell virtual machines/containers as a service. By utilizing a VPS, adversaries can make it difficult to physically tie back operations to them. The use of cloud infrastructure can also make it easier for adversaries to rapidly provision, modify, and shut down their infrastructure.",Virtual Private Server
G1012,CURIUM,CURIUM created virtual private server instances to facilitate use of malicious domains and other items.,T1583.003,Resource Development,"Adversaries may rent Virtual Private Servers (VPSs) that can be used during targeting. There exist a variety of cloud service providers that will sell virtual machines/containers as a service. By utilizing a VPS, adversaries can make it difficult to physically tie back operations to them. The use of cloud infrastructure can also make it easier for adversaries to rapidly provision, modify, and shut down their infrastructure.",Virtual Private Server
G0035,Dragonfly,Dragonfly has acquired VPS infrastructure for use in malicious campaigns.,T1583.003,Resource Development,"Adversaries may rent Virtual Private Servers (VPSs) that can be used during targeting. There exist a variety of cloud service providers that will sell virtual machines/containers as a service. By utilizing a VPS, adversaries can make it difficult to physically tie back operations to them. The use of cloud infrastructure can also make it easier for adversaries to rapidly provision, modify, and shut down their infrastructure.",Virtual Private Server
G1003,Ember Bear,"Ember Bear has used virtual private servers (VPSs) to host tools, perform reconnaissance, exploit victim infrastructure, and as a destination for data exfiltration.",T1583.003,Resource Development,"Adversaries may rent Virtual Private Servers (VPSs) that can be used during targeting. There exist a variety of cloud service providers that will sell virtual machines/containers as a service. By utilizing a VPS, adversaries can make it difficult to physically tie back operations to them. The use of cloud infrastructure can also make it easier for adversaries to rapidly provision, modify, and shut down their infrastructure.",Virtual Private Server
C0053,FLORAHOX Activity,FLORAHOX Activity has used acquired Virtual Private Servers as control systems for the ORB network.,T1583.003,Resource Development,"Adversaries may rent Virtual Private Servers (VPSs) that can be used during targeting. There exist a variety of cloud service providers that will sell virtual machines/containers as a service. By utilizing a VPS, adversaries can make it difficult to physically tie back operations to them. The use of cloud infrastructure can also make it easier for adversaries to rapidly provision, modify, and shut down their infrastructure.",Virtual Private Server
G0047,Gamaredon Group,Gamaredon Group has used VPS hosting providers for infrastructure outside of Russia.,T1583.003,Resource Development,"Adversaries may rent Virtual Private Servers (VPSs) that can be used during targeting. There exist a variety of cloud service providers that will sell virtual machines/containers as a service. By utilizing a VPS, adversaries can make it difficult to physically tie back operations to them. The use of cloud infrastructure can also make it easier for adversaries to rapidly provision, modify, and shut down their infrastructure.",Virtual Private Server
G0125,HAFNIUM,HAFNIUM has operated from leased virtual private servers (VPS) in the United States.,T1583.003,Resource Development,"Adversaries may rent Virtual Private Servers (VPSs) that can be used during targeting. There exist a variety of cloud service providers that will sell virtual machines/containers as a service. By utilizing a VPS, adversaries can make it difficult to physically tie back operations to them. The use of cloud infrastructure can also make it easier for adversaries to rapidly provision, modify, and shut down their infrastructure.",Virtual Private Server
C0050,J-magic Campaign,"During the J-magic Campaign, threat actors acquired VPS for use in C2.",T1583.003,Resource Development,"Adversaries may rent Virtual Private Servers (VPSs) that can be used during targeting. There exist a variety of cloud service providers that will sell virtual machines/containers as a service. By utilizing a VPS, adversaries can make it difficult to physically tie back operations to them. The use of cloud infrastructure can also make it easier for adversaries to rapidly provision, modify, and shut down their infrastructure.",Virtual Private Server
C0035,KV Botnet Activity,KV Botnet Activity used acquired Virtual Private Servers as control systems for devices infected with KV Botnet malware.,T1583.003,Resource Development,"Adversaries may rent Virtual Private Servers (VPSs) that can be used during targeting. There exist a variety of cloud service providers that will sell virtual machines/containers as a service. By utilizing a VPS, adversaries can make it difficult to physically tie back operations to them. The use of cloud infrastructure can also make it easier for adversaries to rapidly provision, modify, and shut down their infrastructure.",Virtual Private Server
G1004,LAPSUS$,LAPSUS$ has used VPS hosting providers for infrastructure.,T1583.003,Resource Development,"Adversaries may rent Virtual Private Servers (VPSs) that can be used during targeting. There exist a variety of cloud service providers that will sell virtual machines/containers as a service. By utilizing a VPS, adversaries can make it difficult to physically tie back operations to them. The use of cloud infrastructure can also make it easier for adversaries to rapidly provision, modify, and shut down their infrastructure.",Virtual Private Server
G1036,Moonstone Sleet,Moonstone Sleet registered virtual private servers to host payloads for download.,T1583.003,Resource Development,"Adversaries may rent Virtual Private Servers (VPSs) that can be used during targeting. There exist a variety of cloud service providers that will sell virtual machines/containers as a service. By utilizing a VPS, adversaries can make it difficult to physically tie back operations to them. The use of cloud infrastructure can also make it easier for adversaries to rapidly provision, modify, and shut down their infrastructure.",Virtual Private Server
G1041,Sea Turtle,Sea Turtle created adversary-in-the-middle servers to impersonate legitimate services and enable credential capture.,T1583.003,Resource Development,"Adversaries may rent Virtual Private Servers (VPSs) that can be used during targeting. There exist a variety of cloud service providers that will sell virtual machines/containers as a service. By utilizing a VPS, adversaries can make it difficult to physically tie back operations to them. The use of cloud infrastructure can also make it easier for adversaries to rapidly provision, modify, and shut down their infrastructure.",Virtual Private Server
C0052,SPACEHOP Activity,SPACEHOP Activity has used acquired Virtual Private Servers as control systems for devices within the ORB network.,T1583.003,Resource Development,"Adversaries may rent Virtual Private Servers (VPSs) that can be used during targeting. There exist a variety of cloud service providers that will sell virtual machines/containers as a service. By utilizing a VPS, adversaries can make it difficult to physically tie back operations to them. The use of cloud infrastructure can also make it easier for adversaries to rapidly provision, modify, and shut down their infrastructure.",Virtual Private Server
G1035,Winter Vivern,Winter Vivern used adversary-owned and -controlled servers to host web vulnerability scanning applications.,T1583.003,Resource Development,"Adversaries may rent Virtual Private Servers (VPSs) that can be used during targeting. There exist a variety of cloud service providers that will sell virtual machines/containers as a service. By utilizing a VPS, adversaries can make it difficult to physically tie back operations to them. The use of cloud infrastructure can also make it easier for adversaries to rapidly provision, modify, and shut down their infrastructure.",Virtual Private Server
G1012,CURIUM,CURIUM has created dedicated servers for command and control and exfiltration purposes.,T1583.004,Resource Development,"Adversaries may buy, lease, rent, or obtain physical servers that can be used during targeting. Use of servers allows an adversary to stage, launch, and execute an operation. During post-compromise activity, adversaries may utilize servers for various tasks, such as watering hole operations in Drive-by Compromise, enabling Phishing operations, or facilitating Command and Control. Instead of compromising a third-party Server or renting a Virtual Private Server, adversaries may opt to configure and run their own servers in support of operations. Free trial periods of cloud servers may also be abused.",Server
G1006,Earth Lusca,"Earth Lusca has acquired multiple servers for some of their operations, using each server for a different role.",T1583.004,Resource Development,"Adversaries may buy, lease, rent, or obtain physical servers that can be used during targeting. Use of servers allows an adversary to stage, launch, and execute an operation. During post-compromise activity, adversaries may utilize servers for various tasks, such as watering hole operations in Drive-by Compromise, enabling Phishing operations, or facilitating Command and Control. Instead of compromising a third-party Server or renting a Virtual Private Server, adversaries may opt to configure and run their own servers in support of operations. Free trial periods of cloud servers may also be abused.",Server
G0093,GALLIUM,GALLIUM has used Taiwan-based servers that appear to be exclusive to GALLIUM.,T1583.004,Resource Development,"Adversaries may buy, lease, rent, or obtain physical servers that can be used during targeting. Use of servers allows an adversary to stage, launch, and execute an operation. During post-compromise activity, adversaries may utilize servers for various tasks, such as watering hole operations in Drive-by Compromise, enabling Phishing operations, or facilitating Command and Control. Instead of compromising a third-party Server or renting a Virtual Private Server, adversaries may opt to configure and run their own servers in support of operations. Free trial periods of cloud servers may also be abused.",Server
