ID,Name,Description,Techniques,Tactics,Techniques-Description,Techniques-Name
C0038,HomeLand Justice,"During HomeLand Justice, threat actors added the ApplicationImpersonation management role to accounts under their control to impersonate users and take ownership of targeted mailboxes.",T1098.002,"Tactics:
Persistence,                                                        Privilege Escalation",Adversaries may grant additional permission levels to maintain persistent access to an adversary-controlled email account.,Additional Email Delegate Permissions
G0059,Magic Hound,Magic Hound granted compromised email accounts read access to the email boxes of additional targeted accounts. The group then was able to authenticate to the intended victim's OWA (Outlook Web Access) portal and read hundreds of email communications for information on Middle East organizations.,T1098.002,"Tactics:
Persistence,                                                        Privilege Escalation",Adversaries may grant additional permission levels to maintain persistent access to an adversary-controlled email account.,Additional Email Delegate Permissions
C0024,SolarWinds Compromise,"During the SolarWinds Compromise, APT29 added their own devices as allowed IDs for active sync using Set-CASMailbox, allowing it to obtain copies of victim mailboxes. It also added additional permissions (such as Mail.Read and Mail.ReadWrite) to compromised Application or Service Principals.",T1098.002,"Tactics:
Persistence,                                                        Privilege Escalation",Adversaries may grant additional permission levels to maintain persistent access to an adversary-controlled email account.,Additional Email Delegate Permissions
C0027,C0027,"During C0027, Scattered Spider used IAM manipulation to gain persistence and to assume or elevate privileges.",T1098.003,"Tactics:
Persistence,                                                        Privilege Escalation","An adversary may add additional roles or permissions to an adversary-controlled cloud account to maintain persistent access to a tenant. For example, adversaries may update IAM policies in cloud-based environments or add a new global administrator in Office 365 environments. With sufficient permissions, a compromised account can gain almost unlimited access to data and settings (including the ability to reset the passwords of other admins).",Additional Cloud Roles
G1004,LAPSUS$,LAPSUS$ has added the global admin role to accounts they have created in the targeted organization's cloud instances.,T1098.003,"Tactics:
Persistence,                                                        Privilege Escalation","An adversary may add additional roles or permissions to an adversary-controlled cloud account to maintain persistent access to a tenant. For example, adversaries may update IAM policies in cloud-based environments or add a new global administrator in Office 365 environments. With sufficient permissions, a compromised account can gain almost unlimited access to data and settings (including the ability to reset the passwords of other admins).",Additional Cloud Roles
G1015,Scattered Spider,"During C0027, Scattered Spider used IAM manipulation to gain persistence and to assume or elevate privileges.",T1098.003,"Tactics:
Persistence,                                                        Privilege Escalation","An adversary may add additional roles or permissions to an adversary-controlled cloud account to maintain persistent access to a tenant. For example, adversaries may update IAM policies in cloud-based environments or add a new global administrator in Office 365 environments. With sufficient permissions, a compromised account can gain almost unlimited access to data and settings (including the ability to reset the passwords of other admins).",Additional Cloud Roles
C0024,SolarWinds Compromise,"During the SolarWinds Compromise, APT29 granted company administrator privileges to a newly created service principle.",T1098.003,"Tactics:
Persistence,                                                        Privilege Escalation","An adversary may add additional roles or permissions to an adversary-controlled cloud account to maintain persistent access to a tenant. For example, adversaries may update IAM policies in cloud-based environments or add a new global administrator in Office 365 environments. With sufficient permissions, a compromised account can gain almost unlimited access to data and settings (including the ability to reset the passwords of other admins).",Additional Cloud Roles
S0482,Bundlore,Bundlore creates a new key pair with ssh-keygen and drops the newly created user key in authorized_keys to enable remote login.,T1098.004,"Tactics:
Persistence,                                                        Privilege Escalation","Adversaries may modify the SSH authorized_keys file to maintain persistence on a victim host. Linux distributions, macOS, and ESXi hypervisors commonly use key-based authentication to secure the authentication process of SSH sessions for remote management. The authorized_keys file in SSH specifies the SSH keys that can be used for logging into the user account for which the file is configured. This file is usually found in the user's home directory under <user-home>/.ssh/authorized_keys (or, on ESXi, /etc/ssh/keys-<username>/authorized_keys). Users may edit the system’s SSH config file to modify the directives PubkeyAuthentication and RSAAuthentication to the value yes to ensure public key and RSA authentication are enabled, as well as modify the directive PermitRootLogin to the value yes to enable root authentication via SSH. The SSH config file is usually located under /etc/ssh/sshd_config.",SSH Authorized Keys
G1006,Earth Lusca,Earth Lusca has dropped an SSH-authorized key in the /root/.ssh folder in order to access a compromised server with SSH.,T1098.004,"Tactics:
Persistence,                                                        Privilege Escalation","Adversaries may modify the SSH authorized_keys file to maintain persistence on a victim host. Linux distributions, macOS, and ESXi hypervisors commonly use key-based authentication to secure the authentication process of SSH sessions for remote management. The authorized_keys file in SSH specifies the SSH keys that can be used for logging into the user account for which the file is configured. This file is usually found in the user's home directory under <user-home>/.ssh/authorized_keys (or, on ESXi, /etc/ssh/keys-<username>/authorized_keys). Users may edit the system’s SSH config file to modify the directives PubkeyAuthentication and RSAAuthentication to the value yes to ensure public key and RSA authentication are enabled, as well as modify the directive PermitRootLogin to the value yes to enable root authentication via SSH. The SSH config file is usually located under /etc/ssh/sshd_config.",SSH Authorized Keys
G1045,Salt Typhoon,Salt Typhoon has added SSH authorized_keys under root or other users at the Linux level on compromised network devices.,T1098.004,"Tactics:
Persistence,                                                        Privilege Escalation","Adversaries may modify the SSH authorized_keys file to maintain persistence on a victim host. Linux distributions, macOS, and ESXi hypervisors commonly use key-based authentication to secure the authentication process of SSH sessions for remote management. The authorized_keys file in SSH specifies the SSH keys that can be used for logging into the user account for which the file is configured. This file is usually found in the user's home directory under <user-home>/.ssh/authorized_keys (or, on ESXi, /etc/ssh/keys-<username>/authorized_keys). Users may edit the system’s SSH config file to modify the directives PubkeyAuthentication and RSAAuthentication to the value yes to ensure public key and RSA authentication are enabled, as well as modify the directive PermitRootLogin to the value yes to enable root authentication via SSH. The SSH config file is usually located under /etc/ssh/sshd_config.",SSH Authorized Keys
S0468,Skidmap,Skidmap has the ability to add the public key of its handlers to the authorized_keys file to maintain persistence on an infected host.,T1098.004,"Tactics:
Persistence,                                                        Privilege Escalation","Adversaries may modify the SSH authorized_keys file to maintain persistence on a victim host. Linux distributions, macOS, and ESXi hypervisors commonly use key-based authentication to secure the authentication process of SSH sessions for remote management. The authorized_keys file in SSH specifies the SSH keys that can be used for logging into the user account for which the file is configured. This file is usually found in the user's home directory under <user-home>/.ssh/authorized_keys (or, on ESXi, /etc/ssh/keys-<username>/authorized_keys). Users may edit the system’s SSH config file to modify the directives PubkeyAuthentication and RSAAuthentication to the value yes to ensure public key and RSA authentication are enabled, as well as modify the directive PermitRootLogin to the value yes to enable root authentication via SSH. The SSH config file is usually located under /etc/ssh/sshd_config.",SSH Authorized Keys
G0139,TeamTNT,TeamTNT has added RSA keys in authorized_keys.,T1098.004,"Tactics:
Persistence,                                                        Privilege Escalation","Adversaries may modify the SSH authorized_keys file to maintain persistence on a victim host. Linux distributions, macOS, and ESXi hypervisors commonly use key-based authentication to secure the authentication process of SSH sessions for remote management. The authorized_keys file in SSH specifies the SSH keys that can be used for logging into the user account for which the file is configured. This file is usually found in the user's home directory under <user-home>/.ssh/authorized_keys (or, on ESXi, /etc/ssh/keys-<username>/authorized_keys). Users may edit the system’s SSH config file to modify the directives PubkeyAuthentication and RSAAuthentication to the value yes to ensure public key and RSA authentication are enabled, as well as modify the directive PermitRootLogin to the value yes to enable root authentication via SSH. The SSH config file is usually located under /etc/ssh/sshd_config.",SSH Authorized Keys
S0658,XCSSET,XCSSET will create an ssh key if necessary with the ssh-keygen -t rsa -f $HOME/.ssh/id_rsa -P command. XCSSET will upload a private key file to the server to remotely access the host without a password.,T1098.004,"Tactics:
Persistence,                                                        Privilege Escalation","Adversaries may modify the SSH authorized_keys file to maintain persistence on a victim host. Linux distributions, macOS, and ESXi hypervisors commonly use key-based authentication to secure the authentication process of SSH sessions for remote management. The authorized_keys file in SSH specifies the SSH keys that can be used for logging into the user account for which the file is configured. This file is usually found in the user's home directory under <user-home>/.ssh/authorized_keys (or, on ESXi, /etc/ssh/keys-<username>/authorized_keys). Users may edit the system’s SSH config file to modify the directives PubkeyAuthentication and RSAAuthentication to the value yes to ensure public key and RSA authentication are enabled, as well as modify the directive PermitRootLogin to the value yes to enable root authentication via SSH. The SSH config file is usually located under /etc/ssh/sshd_config.",SSH Authorized Keys
S0677,AADInternals,AADInternals can register a device to Azure AD.,T1098.005,"Tactics:
Persistence,                                                        Privilege Escalation","Adversaries may register a device to an adversary-controlled account. Devices may be registered in a multifactor authentication (MFA) system, which handles authentication to the network, or in a device management system, which handles device access and compliance.",Device Registration
G0016,APT29,"APT29 has enrolled their own devices into compromised cloud tenants, including enrolling a device in MFA to an Azure AD environment following a successful password guessing attack against a dormant account.",T1098.005,"Tactics:
Persistence,                                                        Privilege Escalation","Adversaries may register a device to an adversary-controlled account. Devices may be registered in a multifactor authentication (MFA) system, which handles authentication to the network, or in a device management system, which handles device access and compliance.",Device Registration
C0027,C0027,"During C0027, Scattered Spider registered devices for MFA to maintain persistence through victims' VPN.",T1098.005,"Tactics:
Persistence,                                                        Privilege Escalation","Adversaries may register a device to an adversary-controlled account. Devices may be registered in a multifactor authentication (MFA) system, which handles authentication to the network, or in a device management system, which handles device access and compliance.",Device Registration
C0024,SolarWinds Compromise,"During the SolarWinds Compromise, APT29 registered devices in order to enable mailbox syncing via the Set-CASMailbox command.",T1098.005,"Tactics:
Persistence,                                                        Privilege Escalation","Adversaries may register a device to an adversary-controlled account. Devices may be registered in a multifactor authentication (MFA) system, which handles authentication to the network, or in a device management system, which handles device access and compliance.",Device Registration
G0022,APT3,APT3 has been known to add created accounts to local admin groups to maintain elevated access.,T1098.007,"Tactics:
Persistence,                                                        Privilege Escalation",An adversary may add additional local or domain groups to an adversary-controlled account to maintain persistent access to a system or domain.,Additional Local or Domain Groups
G0096,APT41,APT41 has added user accounts to the User and Admin groups.,T1098.007,"Tactics:
Persistence,                                                        Privilege Escalation",An adversary may add additional local or domain groups to an adversary-controlled account to maintain persistent access to a system or domain.,Additional Local or Domain Groups
G1023,APT5,APT5 has created their own accounts with Local Administrator privileges to maintain access to systems with short-cycle credential rotation.,T1098.007,"Tactics:
Persistence,                                                        Privilege Escalation",An adversary may add additional local or domain groups to an adversary-controlled account to maintain persistent access to a system or domain.,Additional Local or Domain Groups
S1111,DarkGate,DarkGate elevates accounts created through the malware to the local administration group during execution.,T1098.007,"Tactics:
Persistence,                                                        Privilege Escalation",An adversary may add additional local or domain groups to an adversary-controlled account to maintain persistent access to a system or domain.,Additional Local or Domain Groups
G0035,Dragonfly,Dragonfly has added newly created accounts to the administrators group to maintain elevated access.,T1098.007,"Tactics:
Persistence,                                                        Privilege Escalation",An adversary may add additional local or domain groups to an adversary-controlled account to maintain persistent access to a system or domain.,Additional Local or Domain Groups
G1016,FIN13,FIN13 has assigned newly created accounts the sysadmin role to maintain persistence.,T1098.007,"Tactics:
Persistence,                                                        Privilege Escalation",An adversary may add additional local or domain groups to an adversary-controlled account to maintain persistent access to a system or domain.,Additional Local or Domain Groups
G0094,Kimsuky,Kimsuky has added accounts to specific groups with net localgroup.,T1098.007,"Tactics:
Persistence,                                                        Privilege Escalation",An adversary may add additional local or domain groups to an adversary-controlled account to maintain persistent access to a system or domain.,Additional Local or Domain Groups
G0059,Magic Hound,Magic Hound has added a user named DefaultAccount to the Administrators and Remote Desktop Users groups.,T1098.007,"Tactics:
Persistence,                                                        Privilege Escalation",An adversary may add additional local or domain groups to an adversary-controlled account to maintain persistent access to a system or domain.,Additional Local or Domain Groups
S0039,Net,The net localgroup and net group commands in Net can be used to add existing users to local and domain groups.,T1098.007,"Tactics:
Persistence,                                                        Privilege Escalation",An adversary may add additional local or domain groups to an adversary-controlled account to maintain persistent access to a system or domain.,Additional Local or Domain Groups
S0382,ServHelper,"ServHelper has added a user named ""supportaccount"" to the Remote Desktop Users and Administrators groups.",T1098.007,"Tactics:
Persistence,                                                        Privilege Escalation",An adversary may add additional local or domain groups to an adversary-controlled account to maintain persistent access to a system or domain.,Additional Local or Domain Groups
S0649,SMOKEDHAM,SMOKEDHAM has added user accounts to local Admin groups.,T1098.007,"Tactics:
Persistence,                                                        Privilege Escalation",An adversary may add additional local or domain groups to an adversary-controlled account to maintain persistent access to a system or domain.,Additional Local or Domain Groups
G0087,APT39,APT39 has used the BITS protocol to exfiltrate stolen data from a compromised host.,T1197,"Tactics:
Defense Evasion,                                                        Persistence","Adversaries may abuse BITS jobs to persistently execute code and perform various background tasks. Windows Background Intelligent Transfer Service (BITS) is a low-bandwidth, asynchronous file transfer mechanism exposed through Component Object Model (COM). BITS is commonly used by updaters, messengers, and other applications preferred to operate in the background (using available idle bandwidth) without interrupting other networked applications. File transfer tasks are implemented as BITS jobs, which contain a queue of one or more file operations.",BITS Jobs
G0096,APT41,APT41 used BITSAdmin to download and install payloads.,T1197,"Tactics:
Defense Evasion,                                                        Persistence","Adversaries may abuse BITS jobs to persistently execute code and perform various background tasks. Windows Background Intelligent Transfer Service (BITS) is a low-bandwidth, asynchronous file transfer mechanism exposed through Component Object Model (COM). BITS is commonly used by updaters, messengers, and other applications preferred to operate in the background (using available idle bandwidth) without interrupting other networked applications. File transfer tasks are implemented as BITS jobs, which contain a queue of one or more file operations.",BITS Jobs
S0534,Bazar,Bazar has been downloaded via Windows BITS functionality.,T1197,"Tactics:
Defense Evasion,                                                        Persistence","Adversaries may abuse BITS jobs to persistently execute code and perform various background tasks. Windows Background Intelligent Transfer Service (BITS) is a low-bandwidth, asynchronous file transfer mechanism exposed through Component Object Model (COM). BITS is commonly used by updaters, messengers, and other applications preferred to operate in the background (using available idle bandwidth) without interrupting other networked applications. File transfer tasks are implemented as BITS jobs, which contain a queue of one or more file operations.",BITS Jobs
S0190,BITSAdmin,BITSAdmin can be used to create BITS Jobs to launch a malicious process.,T1197,"Tactics:
Defense Evasion,                                                        Persistence","Adversaries may abuse BITS jobs to persistently execute code and perform various background tasks. Windows Background Intelligent Transfer Service (BITS) is a low-bandwidth, asynchronous file transfer mechanism exposed through Component Object Model (COM). BITS is commonly used by updaters, messengers, and other applications preferred to operate in the background (using available idle bandwidth) without interrupting other networked applications. File transfer tasks are implemented as BITS jobs, which contain a queue of one or more file operations.",BITS Jobs
S0154,Cobalt Strike,"Cobalt Strike can download a hosted ""beacon"" payload using BITSAdmin.",T1197,"Tactics:
Defense Evasion,                                                        Persistence","Adversaries may abuse BITS jobs to persistently execute code and perform various background tasks. Windows Background Intelligent Transfer Service (BITS) is a low-bandwidth, asynchronous file transfer mechanism exposed through Component Object Model (COM). BITS is commonly used by updaters, messengers, and other applications preferred to operate in the background (using available idle bandwidth) without interrupting other networked applications. File transfer tasks are implemented as BITS jobs, which contain a queue of one or more file operations.",BITS Jobs
S0554,Egregor,Egregor has used BITSadmin to download and execute malicious DLLs.,T1197,"Tactics:
Defense Evasion,                                                        Persistence","Adversaries may abuse BITS jobs to persistently execute code and perform various background tasks. Windows Background Intelligent Transfer Service (BITS) is a low-bandwidth, asynchronous file transfer mechanism exposed through Component Object Model (COM). BITS is commonly used by updaters, messengers, and other applications preferred to operate in the background (using available idle bandwidth) without interrupting other networked applications. File transfer tasks are implemented as BITS jobs, which contain a queue of one or more file operations.",BITS Jobs
S0201,JPIN,A JPIN variant downloads the backdoor payload via the BITS service.,T1197,"Tactics:
Defense Evasion,                                                        Persistence","Adversaries may abuse BITS jobs to persistently execute code and perform various background tasks. Windows Background Intelligent Transfer Service (BITS) is a low-bandwidth, asynchronous file transfer mechanism exposed through Component Object Model (COM). BITS is commonly used by updaters, messengers, and other applications preferred to operate in the background (using available idle bandwidth) without interrupting other networked applications. File transfer tasks are implemented as BITS jobs, which contain a queue of one or more file operations.",BITS Jobs
G0065,Leviathan,Leviathan has used BITSAdmin to download additional tools.,T1197,"Tactics:
Defense Evasion,                                                        Persistence","Adversaries may abuse BITS jobs to persistently execute code and perform various background tasks. Windows Background Intelligent Transfer Service (BITS) is a low-bandwidth, asynchronous file transfer mechanism exposed through Component Object Model (COM). BITS is commonly used by updaters, messengers, and other applications preferred to operate in the background (using available idle bandwidth) without interrupting other networked applications. File transfer tasks are implemented as BITS jobs, which contain a queue of one or more file operations.",BITS Jobs
S0652,MarkiRAT,MarkiRAT can use BITS Utility to connect with the C2 server.,T1197,"Tactics:
Defense Evasion,                                                        Persistence","Adversaries may abuse BITS jobs to persistently execute code and perform various background tasks. Windows Background Intelligent Transfer Service (BITS) is a low-bandwidth, asynchronous file transfer mechanism exposed through Component Object Model (COM). BITS is commonly used by updaters, messengers, and other applications preferred to operate in the background (using available idle bandwidth) without interrupting other networked applications. File transfer tasks are implemented as BITS jobs, which contain a queue of one or more file operations.",BITS Jobs
G0040,Patchwork,Patchwork has used BITS jobs to download malicious payloads.,T1197,"Tactics:
Defense Evasion,                                                        Persistence","Adversaries may abuse BITS jobs to persistently execute code and perform various background tasks. Windows Background Intelligent Transfer Service (BITS) is a low-bandwidth, asynchronous file transfer mechanism exposed through Component Object Model (COM). BITS is commonly used by updaters, messengers, and other applications preferred to operate in the background (using available idle bandwidth) without interrupting other networked applications. File transfer tasks are implemented as BITS jobs, which contain a queue of one or more file operations.",BITS Jobs
S0654,ProLock,ProLock can use BITS jobs to download its malicious payload.,T1197,"Tactics:
Defense Evasion,                                                        Persistence","Adversaries may abuse BITS jobs to persistently execute code and perform various background tasks. Windows Background Intelligent Transfer Service (BITS) is a low-bandwidth, asynchronous file transfer mechanism exposed through Component Object Model (COM). BITS is commonly used by updaters, messengers, and other applications preferred to operate in the background (using available idle bandwidth) without interrupting other networked applications. File transfer tasks are implemented as BITS jobs, which contain a queue of one or more file operations.",BITS Jobs
S0333,UBoatRAT,UBoatRAT takes advantage of the /SetNotifyCmdLine option in BITSAdmin to ensure it stays running on a system to maintain persistence.,T1197,"Tactics:
Defense Evasion,                                                        Persistence","Adversaries may abuse BITS jobs to persistently execute code and perform various background tasks. Windows Background Intelligent Transfer Service (BITS) is a low-bandwidth, asynchronous file transfer mechanism exposed through Component Object Model (COM). BITS is commonly used by updaters, messengers, and other applications preferred to operate in the background (using available idle bandwidth) without interrupting other networked applications. File transfer tasks are implemented as BITS jobs, which contain a queue of one or more file operations.",BITS Jobs
G0102,Wizard Spider,Wizard Spider has used batch scripts that utilizes WMIC to execute a BITSAdmin transfer of a ransomware payload to each compromised machine.,T1197,"Tactics:
Defense Evasion,                                                        Persistence","Adversaries may abuse BITS jobs to persistently execute code and perform various background tasks. Windows Background Intelligent Transfer Service (BITS) is a low-bandwidth, asynchronous file transfer mechanism exposed through Component Object Model (COM). BITS is commonly used by updaters, messengers, and other applications preferred to operate in the background (using available idle bandwidth) without interrupting other networked applications. File transfer tasks are implemented as BITS jobs, which contain a queue of one or more file operations.",BITS Jobs
G1044,APT42,APT42 has modified the Registry to maintain persistence.,T1547,"Tactics:
Persistence,                                                        Privilege Escalation","Adversaries may configure system settings to automatically execute a program during system boot or logon to maintain persistence or gain higher-level privileges on compromised systems. Operating systems may have mechanisms for automatically running a program on system boot or account logon. These mechanisms may include automatically executing programs that are placed in specially designated directories or are referenced by repositories that store configuration information, such as the Windows Registry. An adversary may achieve the same goal by modifying or extending features of the kernel.",Boot or Logon Autostart Execution
S0651,BoxCaon,BoxCaon established persistence by setting the HKEY_CURRENT_USER\Software\Microsoft\Windows NT\CurrentVersion\Windows\load registry key to point to its executable.,T1547,"Tactics:
Persistence,                                                        Privilege Escalation","Adversaries may configure system settings to automatically execute a program during system boot or logon to maintain persistence or gain higher-level privileges on compromised systems. Operating systems may have mechanisms for automatically running a program on system boot or account logon. These mechanisms may include automatically executing programs that are placed in specially designated directories or are referenced by repositories that store configuration information, such as the Windows Registry. An adversary may achieve the same goal by modifying or extending features of the kernel.",Boot or Logon Autostart Execution
S0567,Dtrack,Dtrack’s RAT makes a persistent target file with auto execution on the host start.,T1547,"Tactics:
Persistence,                                                        Privilege Escalation","Adversaries may configure system settings to automatically execute a program during system boot or logon to maintain persistence or gain higher-level privileges on compromised systems. Operating systems may have mechanisms for automatically running a program on system boot or account logon. These mechanisms may include automatically executing programs that are placed in specially designated directories or are referenced by repositories that store configuration information, such as the Windows Registry. An adversary may achieve the same goal by modifying or extending features of the kernel.",Boot or Logon Autostart Execution
S0084,Mis-Type,"Mis-Type has created registry keys for persistence, including HKCU\Software\bkfouerioyou, HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components\{6afa8072-b2b1-31a8-b5c1-{Unique Identifier}, and HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components\{3BF41072-B2B1-31A8-B5C1-{Unique Identifier}.",T1547,"Tactics:
Persistence,                                                        Privilege Escalation","Adversaries may configure system settings to automatically execute a program during system boot or logon to maintain persistence or gain higher-level privileges on compromised systems. Operating systems may have mechanisms for automatically running a program on system boot or account logon. These mechanisms may include automatically executing programs that are placed in specially designated directories or are referenced by repositories that store configuration information, such as the Windows Registry. An adversary may achieve the same goal by modifying or extending features of the kernel.",Boot or Logon Autostart Execution
S0083,Misdat,"Misdat has created registry keys for persistence, including HKCU\Software\dnimtsoleht\StubPath, HKCU\Software\snimtsOleht\StubPath, HKCU\Software\Backtsaleht\StubPath, HKLM\SOFTWARE\Microsoft\Active Setup\Installed. Components\{3bf41072-b2b1-21c8-b5c1-bd56d32fbda7}, and HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components\{3ef41072-a2f1-21c8-c5c1-70c2c3bc7905}.",T1547,"Tactics:
Persistence,                                                        Privilege Escalation","Adversaries may configure system settings to automatically execute a program during system boot or logon to maintain persistence or gain higher-level privileges on compromised systems. Operating systems may have mechanisms for automatically running a program on system boot or account logon. These mechanisms may include automatically executing programs that are placed in specially designated directories or are referenced by repositories that store configuration information, such as the Windows Registry. An adversary may achieve the same goal by modifying or extending features of the kernel.",Boot or Logon Autostart Execution
S0653,xCaon,xCaon has added persistence via the Registry key HKEY_CURRENT_USER\Software\Microsoft\Windows NT\CurrentVersion\Windows\load which causes the malware to run each time any user logs in.,T1547,"Tactics:
Persistence,                                                        Privilege Escalation","Adversaries may configure system settings to automatically execute a program during system boot or logon to maintain persistence or gain higher-level privileges on compromised systems. Operating systems may have mechanisms for automatically running a program on system boot or account logon. These mechanisms may include automatically executing programs that are placed in specially designated directories or are referenced by repositories that store configuration information, such as the Windows Registry. An adversary may achieve the same goal by modifying or extending features of the kernel.",Boot or Logon Autostart Execution
S0045,ADVSTORESHELL,ADVSTORESHELL achieves persistence by adding itself to the HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run Registry key.,T1547.001,"Tactics:
Persistence,                                                        Privilege Escalation","Adversaries may achieve persistence by adding a program to a startup folder or referencing it with a Registry run key. Adding an entry to the ""run keys"" in the Registry or startup folder will cause the program referenced to be executed when a user logs in. These programs will be executed under the context of the user and will have the account's associated permissions level.",Registry Run Keys / Startup Folder
S0331,Agent Tesla,Agent Tesla can add itself to the Registry as a startup program to establish persistence.,T1547.001,"Tactics:
Persistence,                                                        Privilege Escalation","Adversaries may achieve persistence by adding a program to a startup folder or referencing it with a Registry run key. Adding an entry to the ""run keys"" in the Registry or startup folder will cause the program referenced to be executed when a user logs in. These programs will be executed under the context of the user and will have the account's associated permissions level.",Registry Run Keys / Startup Folder
S1025,Amadey,Amadey has changed the Startup folder to the one containing its executable by overwriting the registry keys.,T1547.001,"Tactics:
Persistence,                                                        Privilege Escalation","Adversaries may achieve persistence by adding a program to a startup folder or referencing it with a Registry run key. Adding an entry to the ""run keys"" in the Registry or startup folder will cause the program referenced to be executed when a user logs in. These programs will be executed under the context of the user and will have the account's associated permissions level.",Registry Run Keys / Startup Folder
S1074,ANDROMEDA,ANDROMEDA can establish persistence by dropping a sample of itself to C:\ProgramData\Local Settings\Temp\mskmde.com and adding a Registry run key to execute every time a user logs on.,T1547.001,"Tactics:
Persistence,                                                        Privilege Escalation","Adversaries may achieve persistence by adding a program to a startup folder or referencing it with a Registry run key. Adding an entry to the ""run keys"" in the Registry or startup folder will cause the program referenced to be executed when a user logs in. These programs will be executed under the context of the user and will have the account's associated permissions level.",Registry Run Keys / Startup Folder
