ID,Name,Description,Techniques,Tactics,Techniques-Description,Techniques-Name
S0187,Daserf,Daserf hides collected data in password-protected .rar archives.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
G0035,Dragonfly,Dragonfly has compressed data into .zip files prior to exfiltration.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
S0567,Dtrack,Dtrack packs collected data into a password protected archive.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
G1003,Ember Bear,Ember Bear has compressed collected data prior to exfiltration.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
S0363,Empire,Empire can ZIP directories on the target system.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
S0091,Epic,Epic encrypts collected data using a public key framework before sending it over the C2 channel. Some variants encrypt the collected data with AES and encode it with base64 before transmitting it to the C2 server.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
S0343,Exaramel for Windows,Exaramel for Windows automatically encrypts files before sending them to the C2 server.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
S0267,FELIXROOT,FELIXROOT encrypts collected data with AES and Base64 and then sends it to the C2 server.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
G0037,FIN6,"Following data collection, FIN6 has compressed log files into a ZIP archive prior to staging and exfiltration.",T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
S0249,Gold Dragon,Gold Dragon encrypts data using Base64 before being sent to the command and control server.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
S1206,JumbledPath,JumbledPath can compress and encrypt exfiltrated packet captures from targeted devices.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
G0004,Ke3chang,The Ke3chang group has been known to compress data before exfiltration.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
S0487,Kessel,Kessel can RC4-encrypt credentials before sending to the C2.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
S0356,KONNI,KONNI has encrypted data and files prior to exfiltration.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
G0032,Lazarus Group,"Lazarus Group has compressed exfiltrated data with RAR and used RomeoDelta malware to archive specified directories in .zip format, encrypt the .zip file, and upload it to C2.",T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
G0065,Leviathan,Leviathan has archived victim's data prior to exfiltration.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
S0395,LightNeuron,LightNeuron contains a function to encrypt and store emails that it collects.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
S0681,Lizar,Lizar has encrypted data before sending it to the server.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
S1101,LoFiSe,LoFiSe can collect files into password-protected ZIP-archives for exfiltration.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
G1014,LuminousMoth,LuminousMoth has manually archived stolen files from victim machines before exfiltration.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
S0010,Lurid,Lurid can compress data before sending it.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
S0409,Machete,Machete stores zipped files with profile data from installed web browsers.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
G0045,menuPass,menuPass has encrypted files and information before exfiltration.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
S0198,NETWIRE,NETWIRE has the ability to compress archived screenshots.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
G0040,Patchwork,Patchwork encrypted the collected files' path with AES and then encoded them with base64.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
S0517,Pillowmint,Pillowmint has encrypted stolen credit card information with AES and further encoded it with Base64.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
S1012,PowerLess,PowerLess can encrypt browser database files prior to exfiltration.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
S0113,Prikormka,"After collecting documents from removable media, Prikormka compresses the collected files, and encrypts it with Blowfish.",T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
S0279,Proton,Proton zips up files before exfiltrating them.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
S1148,Raccoon Stealer,"Raccoon Stealer archives collected system information in a text f ile, System info.txt, prior to exfiltration.",T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
S0375,Remexi,Remexi encrypts and adds all gathered browser data into files for upload to C2.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
S0253,RunningRAT,RunningRAT contains code to compress files.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
S0445,ShimRatReporter,ShimRatReporter used LZ compression to compress initial reconnaissance reports before sending to the C2.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
S1140,Spica,Spica can archive collected documents for exfiltration.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
S0586,TAINTEDSCRIBE,TAINTEDSCRIBE has used FileReadZipSend to compress a file and send to C2.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
S1196,Troll Stealer,Troll Stealer compresses stolen data prior to exfiltration.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
S0257,VERMIN,VERMIN encrypts the collected files using 3-DES.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
S0515,WellMail,WellMail can archive files on the compromised host.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
S0658,XCSSET,"XCSSET will compress entire ~/Desktop folders excluding all .git folders, but only if the total data size is under 200MB.",T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
S0251,Zebrocy,Zebrocy  has used a method similar to RC4 as well as AES for encryption and hexadecimal for encoding data before exfiltration.,T1560,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.,Archive Collected Data
G1030,Agrius,Agrius used 7zip to archive extracted data in preparation for exfiltration.,T1560.001,Collection,"Adversaries may use utilities to compress and/or encrypt collected data prior to exfiltration. Many utilities include functionalities to compress, encrypt, or otherwise package data into a format that is easier/more secure to transport.",Archive via Utility
G1024,Akira,Akira uses utilities such as WinRAR to archive data prior to exfiltration.,T1560.001,Collection,"Adversaries may use utilities to compress and/or encrypt collected data prior to exfiltration. Many utilities include functionalities to compress, encrypt, or otherwise package data into a format that is easier/more secure to transport.",Archive via Utility
S0622,AppleSeed,AppleSeed can zip and encrypt data collected on a target system.,T1560.001,Collection,"Adversaries may use utilities to compress and/or encrypt collected data prior to exfiltration. Many utilities include functionalities to compress, encrypt, or otherwise package data into a format that is easier/more secure to transport.",Archive via Utility
G0006,APT1,APT1 has used RAR to compress files before moving them outside of the victim network.,T1560.001,Collection,"Adversaries may use utilities to compress and/or encrypt collected data prior to exfiltration. Many utilities include functionalities to compress, encrypt, or otherwise package data into a format that is easier/more secure to transport.",Archive via Utility
G0007,APT28,"APT28 has used a variety of utilities, including WinRAR, to archive collected data with password protection.",T1560.001,Collection,"Adversaries may use utilities to compress and/or encrypt collected data prior to exfiltration. Many utilities include functionalities to compress, encrypt, or otherwise package data into a format that is easier/more secure to transport.",Archive via Utility
C0051,APT28 Nearest Neighbor Campaign,"During APT28 Nearest Neighbor Campaign, APT28 used built-in PowerShell capabilities (Compress-Archive cmdlet) to compress collected data.",T1560.001,Collection,"Adversaries may use utilities to compress and/or encrypt collected data prior to exfiltration. Many utilities include functionalities to compress, encrypt, or otherwise package data into a format that is easier/more secure to transport.",Archive via Utility
G0022,APT3,APT3 has used tools to compress data before exfilling it.,T1560.001,Collection,"Adversaries may use utilities to compress and/or encrypt collected data prior to exfiltration. Many utilities include functionalities to compress, encrypt, or otherwise package data into a format that is easier/more secure to transport.",Archive via Utility
G0064,APT33,APT33 has used WinRAR to compress data prior to exfil.,T1560.001,Collection,"Adversaries may use utilities to compress and/or encrypt collected data prior to exfiltration. Many utilities include functionalities to compress, encrypt, or otherwise package data into a format that is easier/more secure to transport.",Archive via Utility
G0087,APT39,APT39 has used WinRAR and 7-Zip to compress an archive stolen data.,T1560.001,Collection,"Adversaries may use utilities to compress and/or encrypt collected data prior to exfiltration. Many utilities include functionalities to compress, encrypt, or otherwise package data into a format that is easier/more secure to transport.",Archive via Utility
G0096,APT41,"APT41 created a RAR archive of targeted files for exfiltration. Additionally, APT41 used the makecab.exe utility to both download tools, such as NATBypass, to the victim network and to archive a file for exfiltration.",T1560.001,Collection,"Adversaries may use utilities to compress and/or encrypt collected data prior to exfiltration. Many utilities include functionalities to compress, encrypt, or otherwise package data into a format that is easier/more secure to transport.",Archive via Utility
C0040,APT41 DUST,APT41 DUST used rar to compress data downloaded from internal Oracle databases prior to exfiltration.,T1560.001,Collection,"Adversaries may use utilities to compress and/or encrypt collected data prior to exfiltration. Many utilities include functionalities to compress, encrypt, or otherwise package data into a format that is easier/more secure to transport.",Archive via Utility
