ID,Name,Description,Techniques,Tactics,Techniques-Description,Techniques-Name
G1003,Ember Bear,Ember Bear has used publicly available tools such as MASSCAN and Acunetix for vulnerability scanning of public-facing infrastructure.,T1595.002,Reconnaissance,Adversaries may scan victims for vulnerabilities that can be used during targeting. Vulnerability scans typically check if the configuration of a target host/application (ex: software and version) potentially aligns with the target of a specific exploit the adversary may seek to use.,Vulnerability Scanning
G0065,Leviathan,"Leviathan has conducted reconnaissance against target networks of interest looking for vulnerable, end-of-life, or no longer maintainted devices against which to rapidly deploy exploits.",T1595.002,Reconnaissance,Adversaries may scan victims for vulnerabilities that can be used during targeting. Vulnerability scans typically check if the configuration of a target host/application (ex: software and version) potentially aligns with the target of a specific exploit the adversary may seek to use.,Vulnerability Scanning
G0059,Magic Hound,"Magic Hound has conducted widespread scanning to identify public-facing systems vulnerable to CVE-2021-44228 in Log4j and ProxyShell vulnerabilities; CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, and CVE-2021-27065 in on-premises MS Exchange Servers; and CVE-2018-13379 in Fortinet FortiOS SSL VPNs.",T1595.002,Reconnaissance,Adversaries may scan victims for vulnerabilities that can be used during targeting. Vulnerability scans typically check if the configuration of a target host/application (ex: software and version) potentially aligns with the target of a specific exploit the adversary may seek to use.,Vulnerability Scanning
G0034,Sandworm Team,Sandworm Team has scanned network infrastructure for vulnerabilities as part of its operational planning.,T1595.002,Reconnaissance,Adversaries may scan victims for vulnerabilities that can be used during targeting. Vulnerability scans typically check if the configuration of a target host/application (ex: software and version) potentially aligns with the target of a specific exploit the adversary may seek to use.,Vulnerability Scanning
G0139,TeamTNT,TeamTNT has scanned for vulnerabilities in IoT devices and other related resources such as the Docker API.,T1595.002,Reconnaissance,Adversaries may scan victims for vulnerabilities that can be used during targeting. Vulnerability scans typically check if the configuration of a target host/application (ex: software and version) potentially aligns with the target of a specific exploit the adversary may seek to use.,Vulnerability Scanning
G0123,Volatile Cedar,Volatile Cedar has performed vulnerability scans of the target server.,T1595.002,Reconnaissance,Adversaries may scan victims for vulnerabilities that can be used during targeting. Vulnerability scans typically check if the configuration of a target host/application (ex: software and version) potentially aligns with the target of a specific exploit the adversary may seek to use.,Vulnerability Scanning
G1035,Winter Vivern,Winter Vivern has used remotely-hosted instances of the Acunetix vulnerability scanner.,T1595.002,Reconnaissance,Adversaries may scan victims for vulnerabilities that can be used during targeting. Vulnerability scans typically check if the configuration of a target host/application (ex: software and version) potentially aligns with the target of a specific exploit the adversary may seek to use.,Vulnerability Scanning
G0096,APT41,APT41 leverages various tools and frameworks to brute-force directories on web servers.,T1595.003,Reconnaissance,"Adversaries may iteratively probe infrastructure using brute-forcing and crawling techniques. While this technique employs similar methods to Brute Force, its goal is the identification of content and infrastructure rather than the discovery of valid credentials. Wordlists used in these scans may contain generic, commonly used names and file extensions or terms specific to a particular software. Adversaries may also create custom, target-specific wordlists using data gathered from other Reconnaissance techniques (ex: Gather Victim Org Information, or Search Victim-Owned Websites).",Wordlist Scanning
G0123,Volatile Cedar,Volatile Cedar has used DirBuster and GoBuster to brute force web directories and DNS subdomains.,T1595.003,Reconnaissance,"Adversaries may iteratively probe infrastructure using brute-forcing and crawling techniques. While this technique employs similar methods to Brute Force, its goal is the identification of content and infrastructure rather than the discovery of valid credentials. Wordlists used in these scans may contain generic, commonly used names and file extensions or terms specific to a particular software. Adversaries may also create custom, target-specific wordlists using data gathered from other Reconnaissance techniques (ex: Gather Victim Org Information, or Search Victim-Owned Websites).",Wordlist Scanning
G1017,Volt Typhoon,Volt Typhoon has conducted pre-compromise reconnaissance for victim host information.,T1592,Reconnaissance,"Adversaries may gather information about the victim's hosts that can be used during targeting. Information about hosts may include a variety of details, including administrative data (ex: name, assigned IP, functionality, etc.) as well as specifics regarding its configuration (ex: operating system, language, etc.).",Gather Victim Host Information
G0138,Andariel,"Andariel has inserted a malicious script within compromised websites to collect potential victim information such as browser type, system language, Flash Player version, and other data.",T1592.002,Reconnaissance,"Adversaries may gather information about the victim's host software that can be used during targeting. Information about installed software may include a variety of details such as types and versions on specific hosts, as well as the presence of additional components that might be indicative of added defensive protections (ex: antivirus, SIEMs, etc.).",Software
G0059,Magic Hound,Magic Hound has captured the user-agent strings from visitors to their phishing sites.,T1592.002,Reconnaissance,"Adversaries may gather information about the victim's host software that can be used during targeting. Information about installed software may include a variety of details such as types and versions on specific hosts, as well as the presence of additional components that might be indicative of added defensive protections (ex: antivirus, SIEMs, etc.).",Software
G0034,Sandworm Team,"Sandworm Team has researched software code to enable supply-chain operations, most notably for the 2017 NotPetya attack. Sandworm Team also collected a list of computers using specific software as part of its targeting efforts.",T1592.002,Reconnaissance,"Adversaries may gather information about the victim's host software that can be used during targeting. Information about installed software may include a variety of details such as types and versions on specific hosts, as well as the presence of additional components that might be indicative of added defensive protections (ex: antivirus, SIEMs, etc.).",Software
G0125,HAFNIUM,HAFNIUM has interacted with Office 365 tenants to gather details regarding target's environments.,T1592.004,Reconnaissance,"Adversaries may gather information about the victim's client configurations that can be used during targeting. Information about client configurations may include a variety of details and settings, including operating system/version, virtualization, architecture (ex: 32 or 64 bit), language, and/or time zone.",Client Configurations
G0050,APT32,APT32 has conducted targeted surveillance against activists and bloggers.,T1589,Reconnaissance,"Adversaries may gather information about the victim's identity that can be used during targeting. Information about identities may include a variety of details, including personal data (ex: employee names, email addresses, security question responses, etc.) as well as sensitive details such as credentials or multi-factor authentication (MFA) configurations.",Gather Victim Identity Information
G1016,FIN13,FIN13 has researched employees to target for social engineering attacks.,T1589,Reconnaissance,"Adversaries may gather information about the victim's identity that can be used during targeting. Information about identities may include a variety of details, including personal data (ex: employee names, email addresses, security question responses, etc.) as well as sensitive details such as credentials or multi-factor authentication (MFA) configurations.",Gather Victim Identity Information
G1001,HEXANE,HEXANE has identified specific potential victims at targeted organizations.,T1589,Reconnaissance,"Adversaries may gather information about the victim's identity that can be used during targeting. Information about identities may include a variety of details, including personal data (ex: employee names, email addresses, security question responses, etc.) as well as sensitive details such as credentials or multi-factor authentication (MFA) configurations.",Gather Victim Identity Information
G1004,LAPSUS$,LAPSUS$ has gathered detailed information of target employees to enhance their social engineering lures.,T1589,Reconnaissance,"Adversaries may gather information about the victim's identity that can be used during targeting. Information about identities may include a variety of details, including personal data (ex: employee names, email addresses, security question responses, etc.) as well as sensitive details such as credentials or multi-factor authentication (MFA) configurations.",Gather Victim Identity Information
G0059,Magic Hound,"Magic Hound has acquired mobile phone numbers of potential targets, possibly for mobile malware or additional phishing operations.",T1589,Reconnaissance,"Adversaries may gather information about the victim's identity that can be used during targeting. Information about identities may include a variety of details, including personal data (ex: employee names, email addresses, security question responses, etc.) as well as sensitive details such as credentials or multi-factor authentication (MFA) configurations.",Gather Victim Identity Information
C0022,Operation Dream Job,"For Operation Dream Job, Lazarus Group conducted extensive reconnaissance research on potential targets.",T1589,Reconnaissance,"Adversaries may gather information about the victim's identity that can be used during targeting. Information about identities may include a variety of details, including personal data (ex: employee names, email addresses, security question responses, etc.) as well as sensitive details such as credentials or multi-factor authentication (MFA) configurations.",Gather Victim Identity Information
C0014,Operation Wocao,"During Operation Wocao, threat actors targeted people based on their organizational roles and privileges.",T1589,Reconnaissance,"Adversaries may gather information about the victim's identity that can be used during targeting. Information about identities may include a variety of details, including personal data (ex: employee names, email addresses, security question responses, etc.) as well as sensitive details such as credentials or multi-factor authentication (MFA) configurations.",Gather Victim Identity Information
G1033,Star Blizzard,Star Blizzard has identified ways to engage targets by researching potential victims' interests and social or professional contacts.,T1589,Reconnaissance,"Adversaries may gather information about the victim's identity that can be used during targeting. Information about identities may include a variety of details, including personal data (ex: employee names, email addresses, security question responses, etc.) as well as sensitive details such as credentials or multi-factor authentication (MFA) configurations.",Gather Victim Identity Information
G1017,Volt Typhoon,Volt Typhoon has gathered victim identify information during pre-compromise reconnaissance.,T1589,Reconnaissance,"Adversaries may gather information about the victim's identity that can be used during targeting. Information about identities may include a variety of details, including personal data (ex: employee names, email addresses, security question responses, etc.) as well as sensitive details such as credentials or multi-factor authentication (MFA) configurations.",Gather Victim Identity Information
G0007,APT28,APT28 has harvested user's login credentials.,T1589.001,Reconnaissance,Adversaries may gather credentials that can be used during targeting. Account credentials gathered by adversaries may be those directly associated with the target victim organization or attempt to take advantage of the tendency for users to use the same passwords across personal and business accounts.,Credentials
C0027,C0027,"During C0027, Scattered Spider sent phishing messages via SMS to steal credentials.",T1589.001,Reconnaissance,Adversaries may gather credentials that can be used during targeting. Account credentials gathered by adversaries may be those directly associated with the target victim organization or attempt to take advantage of the tendency for users to use the same passwords across personal and business accounts.,Credentials
G0114,Chimera,Chimera has collected credentials for the target organization from previous breaches for use in brute force attacks.,T1589.001,Reconnaissance,Adversaries may gather credentials that can be used during targeting. Account credentials gathered by adversaries may be those directly associated with the target victim organization or attempt to take advantage of the tendency for users to use the same passwords across personal and business accounts.,Credentials
G1004,LAPSUS$,LAPSUS$ has gathered user identities and credentials to gain initial access to a victim's organization; the group has also called an organization's help desk to reset a target's credentials.,T1589.001,Reconnaissance,Adversaries may gather credentials that can be used during targeting. Account credentials gathered by adversaries may be those directly associated with the target victim organization or attempt to take advantage of the tendency for users to use the same passwords across personal and business accounts.,Credentials
G0065,Leviathan,Leviathan has collected compromised credentials to use for targeting efforts.,T1589.001,Reconnaissance,Adversaries may gather credentials that can be used during targeting. Account credentials gathered by adversaries may be those directly associated with the target victim organization or attempt to take advantage of the tendency for users to use the same passwords across personal and business accounts.,Credentials
G0059,Magic Hound,"Magic Hound gathered credentials from two victims that they then attempted to validate across 75 different websites. Magic Hound has also collected credentials from over 900 Fortinet VPN servers in the US, Europe, and Israel.",T1589.001,Reconnaissance,Adversaries may gather credentials that can be used during targeting. Account credentials gathered by adversaries may be those directly associated with the target victim organization or attempt to take advantage of the tendency for users to use the same passwords across personal and business accounts.,Credentials
C0024,SolarWinds Compromise,"For the SolarWinds Compromise, APT29 conducted credential theft operations to obtain credentials to be used for access to victim environments.",T1589.001,Reconnaissance,Adversaries may gather credentials that can be used during targeting. Account credentials gathered by adversaries may be those directly associated with the target victim organization or attempt to take advantage of the tendency for users to use the same passwords across personal and business accounts.,Credentials
S0677,AADInternals,AADInternals can check for the existence of user email addresses using public Microsoft APIs.,T1589.002,Reconnaissance,"Adversaries may gather email addresses that can be used during targeting. Even if internal instances exist, organizations may have public-facing email infrastructure and addresses for employees.",Email Addresses
G0050,APT32,APT32 has collected e-mail addresses for activists and bloggers in order to target them with spyware.,T1589.002,Reconnaissance,"Adversaries may gather email addresses that can be used during targeting. Even if internal instances exist, organizations may have public-facing email infrastructure and addresses for employees.",Email Addresses
G1011,EXOTIC LILY,EXOTIC LILY has gathered targeted individuals' e-mail addresses through open source research and website contact forms.,T1589.002,Reconnaissance,"Adversaries may gather email addresses that can be used during targeting. Even if internal instances exist, organizations may have public-facing email infrastructure and addresses for employees.",Email Addresses
G0125,HAFNIUM,HAFNIUM has collected e-mail addresses for users they intended to target.,T1589.002,Reconnaissance,"Adversaries may gather email addresses that can be used during targeting. Even if internal instances exist, organizations may have public-facing email infrastructure and addresses for employees.",Email Addresses
G1001,HEXANE,"HEXANE has targeted executives, human resources staff, and IT personnel for spearphishing.",T1589.002,Reconnaissance,"Adversaries may gather email addresses that can be used during targeting. Even if internal instances exist, organizations may have public-facing email infrastructure and addresses for employees.",Email Addresses
G0094,Kimsuky,Kimsuky has collected valid email addresses including personal accounts that were subsequently used for spearphishing and other forms of social engineering.,T1589.002,Reconnaissance,"Adversaries may gather email addresses that can be used during targeting. Even if internal instances exist, organizations may have public-facing email infrastructure and addresses for employees.",Email Addresses
G1004,LAPSUS$,"LAPSUS$ has gathered employee email addresses, including personal accounts, for social engineering and initial access efforts.",T1589.002,Reconnaissance,"Adversaries may gather email addresses that can be used during targeting. Even if internal instances exist, organizations may have public-facing email infrastructure and addresses for employees.",Email Addresses
G0032,Lazarus Group,Lazarus Group collected email addresses belonging to various departments of a targeted organization which were used in follow-on phishing campaigns.,T1589.002,Reconnaissance,"Adversaries may gather email addresses that can be used during targeting. Even if internal instances exist, organizations may have public-facing email infrastructure and addresses for employees.",Email Addresses
G0059,Magic Hound,"Magic Hound has identified high-value email accounts in academia, journalism, NGO's, foreign policy, and national security for targeting.",T1589.002,Reconnaissance,"Adversaries may gather email addresses that can be used during targeting. Even if internal instances exist, organizations may have public-facing email infrastructure and addresses for employees.",Email Addresses
G1036,Moonstone Sleet,Moonstone Sleet gathered victim email address information for follow-on phishing activity.,T1589.002,Reconnaissance,"Adversaries may gather email addresses that can be used during targeting. Even if internal instances exist, organizations may have public-facing email infrastructure and addresses for employees.",Email Addresses
G1031,Saint Bear,Saint Bear gathered victim email information in advance of phishing operations for targeted attacks.,T1589.002,Reconnaissance,"Adversaries may gather email addresses that can be used during targeting. Even if internal instances exist, organizations may have public-facing email infrastructure and addresses for employees.",Email Addresses
G0034,Sandworm Team,Sandworm Team has obtained valid emails addresses while conducting research against target organizations that were subsequently used in spearphishing campaigns.,T1589.002,Reconnaissance,"Adversaries may gather email addresses that can be used during targeting. Even if internal instances exist, organizations may have public-facing email infrastructure and addresses for employees.",Email Addresses
G0122,Silent Librarian,Silent Librarian has collected e-mail addresses from targeted organizations from open Internet searches.,T1589.002,Reconnaissance,"Adversaries may gather email addresses that can be used during targeting. Even if internal instances exist, organizations may have public-facing email infrastructure and addresses for employees.",Email Addresses
G0127,TA551,TA551 has used spoofed company emails that were acquired from email clients on previously infected hosts to target other individuals.,T1589.002,Reconnaissance,"Adversaries may gather email addresses that can be used during targeting. Even if internal instances exist, organizations may have public-facing email infrastructure and addresses for employees.",Email Addresses
G1017,Volt Typhoon,Volt Typhoon has targeted the personal emails of key network and IT staff at victim organizations.,T1589.002,Reconnaissance,"Adversaries may gather email addresses that can be used during targeting. Even if internal instances exist, organizations may have public-facing email infrastructure and addresses for employees.",Email Addresses
C0037,Water Curupira Pikabot Distribution,Water Curupira Pikabot Distribution utilizes thread spoofing of existing email threads in order to execute spear phishing operations.,T1589.002,Reconnaissance,"Adversaries may gather email addresses that can be used during targeting. Even if internal instances exist, organizations may have public-facing email infrastructure and addresses for employees.",Email Addresses
G0094,Kimsuky,Kimsuky has collected victim employee name information.,T1589.003,Reconnaissance,Adversaries may gather employee names that can be used during targeting. Employee names be used to derive email addresses as well as to help guide other reconnaissance efforts and/or craft more-believable lures.,Employee Names
G0034,Sandworm Team,Sandworm Team's research of potential victim organizations included the identification and collection of employee information.,T1589.003,Reconnaissance,Adversaries may gather employee names that can be used during targeting. Employee names be used to derive email addresses as well as to help guide other reconnaissance efforts and/or craft more-believable lures.,Employee Names
G0122,Silent Librarian,Silent Librarian has collected lists of names for individuals from targeted organizations.,T1589.003,Reconnaissance,Adversaries may gather employee names that can be used during targeting. Employee names be used to derive email addresses as well as to help guide other reconnaissance efforts and/or craft more-believable lures.,Employee Names
G0125,HAFNIUM,HAFNIUM gathered the fully qualified domain names (FQDNs) for targeted Exchange servers in the victim's environment.,T1590,Reconnaissance,"Adversaries may gather information about the victim's networks that can be used during targeting. Information about networks may include a variety of details, including administrative data (ex: IP ranges, domain names, etc.) as well as specifics regarding its topology and operations.",Gather Victim Network Information
G0119,Indrik Spider,"Indrik Spider has downloaded tools, such as the Advanced Port Scanner utility and Lansweeper, to conduct internal reconnaissance of the victim network. Indrik Spider has also accessed the victim’s VMware VCenter, which had information about host configuration, clusters, etc.",T1590,Reconnaissance,"Adversaries may gather information about the victim's networks that can be used during targeting. Information about networks may include a variety of details, including administrative data (ex: IP ranges, domain names, etc.) as well as specifics regarding its topology and operations.",Gather Victim Network Information
G1017,Volt Typhoon,Volt Typhoon has conducted extensive pre-compromise reconnaissance to learn about the target organization’s network.,T1590,Reconnaissance,"Adversaries may gather information about the victim's networks that can be used during targeting. Information about networks may include a variety of details, including administrative data (ex: IP ranges, domain names, etc.) as well as specifics regarding its topology and operations.",Gather Victim Network Information
S0677,AADInternals,AADInternals can gather information about a tenant’s domains using public Microsoft APIs.,T1590.001,Reconnaissance,"Adversaries may gather information about the victim's network domain(s) that can be used during targeting. Information about domains and their properties may include a variety of details, including what domain(s) the victim owns as well as administrative data (ex: name, registrar, etc.) and more directly actionable information such as contacts (email addresses and phone numbers), business addresses, and name servers.",Domain Properties
G0034,Sandworm Team,Sandworm Team conducted technical reconnaissance of the Parliament of Georgia's official internet domain prior to its 2019 attack.,T1590.001,Reconnaissance,"Adversaries may gather information about the victim's network domain(s) that can be used during targeting. Information about domains and their properties may include a variety of details, including what domain(s) the victim owns as well as administrative data (ex: name, registrar, etc.) and more directly actionable information such as contacts (email addresses and phone numbers), business addresses, and name servers.",Domain Properties
G1016,FIN13,FIN13 has searched for infrastructure that can provide remote access to an environment for targeting efforts.,T1590.004,Reconnaissance,"Adversaries may gather information about the victim's network topology that can be used during targeting. Information about network topologies may include a variety of details, including the physical and/or logical arrangement of both external-facing and internal network environments. This information may also include specifics regarding network devices (gateways, routers, etc.) and other infrastructure.",Network Topology
G1045,Salt Typhoon,Salt Typhoon has used configuration files from exploited network devices to help discover upstream and downstream network segments.,T1590.004,Reconnaissance,"Adversaries may gather information about the victim's network topology that can be used during targeting. Information about network topologies may include a variety of details, including the physical and/or logical arrangement of both external-facing and internal network environments. This information may also include specifics regarding network devices (gateways, routers, etc.) and other infrastructure.",Network Topology
G1017,Volt Typhoon,Volt Typhoon has conducted extensive reconnaissance of victim networks including identifying network topologies.,T1590.004,Reconnaissance,"Adversaries may gather information about the victim's network topology that can be used during targeting. Information about network topologies may include a variety of details, including the physical and/or logical arrangement of both external-facing and internal network environments. This information may also include specifics regarding network devices (gateways, routers, etc.) and other infrastructure.",Network Topology
G0138,Andariel,Andariel has limited its watering hole attacks to specific IP address ranges.,T1590.005,Reconnaissance,"Adversaries may gather the victim's IP addresses that can be used during targeting. Public IP addresses may be allocated to organizations by block, or a range of sequential addresses. Information about assigned IP addresses may include a variety of details, such as which IP addresses are in use. IP addresses may also enable an adversary to derive other details about a victim, such as organizational size, physical location(s), Internet service provider, and or where/how their publicly-facing infrastructure is hosted.",IP Addresses
G0125,HAFNIUM,HAFNIUM has obtained IP addresses for publicly-accessible Exchange servers.,T1590.005,Reconnaissance,"Adversaries may gather the victim's IP addresses that can be used during targeting. Public IP addresses may be allocated to organizations by block, or a range of sequential addresses. Information about assigned IP addresses may include a variety of details, such as which IP addresses are in use. IP addresses may also enable an adversary to derive other details about a victim, such as organizational size, physical location(s), Internet service provider, and or where/how their publicly-facing infrastructure is hosted.",IP Addresses
G0059,Magic Hound,Magic Hound has captured the IP addresses of visitors to their phishing sites.,T1590.005,Reconnaissance,"Adversaries may gather the victim's IP addresses that can be used during targeting. Public IP addresses may be allocated to organizations by block, or a range of sequential addresses. Information about assigned IP addresses may include a variety of details, such as which IP addresses are in use. IP addresses may also enable an adversary to derive other details about a victim, such as organizational size, physical location(s), Internet service provider, and or where/how their publicly-facing infrastructure is hosted.",IP Addresses
G1017,Volt Typhoon,Volt Typhoon has identified target network security measures as part of pre-compromise reconnaissance.,T1590.006,Reconnaissance,"Adversaries may gather information about the victim's network security appliances that can be used during targeting. Information about network security appliances may include a variety of details, such as the existence and specifics of deployed firewalls, content filters, and proxies/bastion hosts. Adversaries may also target information about victim network-based intrusion detection systems (NIDS) or other appliances related to defensive cybersecurity operations.",Network Security Appliances
G0007,APT28,APT28 has used large language models (LLMs) to gather information about satellite capabilities.,T1591,Reconnaissance,"Adversaries may gather information about the victim's organization that can be used during targeting. Information about an organization may include a variety of details, including the names of divisions/departments, specifics of business operations, as well as the roles and responsibilities of key employees.",Gather Victim Org Information
G0094,Kimsuky,"Kimsuky has collected victim organization information including but not limited to organization hierarchy, functions, press releases, and others. Kimsuky has also used large language models (LLMs) to gather information about potential targets of interest.",T1591,Reconnaissance,"Adversaries may gather information about the victim's organization that can be used during targeting. Information about an organization may include a variety of details, including the names of divisions/departments, specifics of business operations, as well as the roles and responsibilities of key employees.",Gather Victim Org Information
G0032,Lazarus Group,Lazarus Group has studied publicly available information about a targeted organization to tailor spearphishing efforts against specific departments and/or individuals.,T1591,Reconnaissance,"Adversaries may gather information about the victim's organization that can be used during targeting. Information about an organization may include a variety of details, including the names of divisions/departments, specifics of business operations, as well as the roles and responsibilities of key employees.",Gather Victim Org Information
G1036,Moonstone Sleet,Moonstone Sleet has gathered information on victim organizations through email and social media interaction.,T1591,Reconnaissance,"Adversaries may gather information about the victim's organization that can be used during targeting. Information about an organization may include a variety of details, including the names of divisions/departments, specifics of business operations, as well as the roles and responsibilities of key employees.",Gather Victim Org Information
C0022,Operation Dream Job,"For Operation Dream Job, Lazarus Group gathered victim organization information to identify specific targets.",T1591,Reconnaissance,"Adversaries may gather information about the victim's organization that can be used during targeting. Information about an organization may include a variety of details, including the names of divisions/departments, specifics of business operations, as well as the roles and responsibilities of key employees.",Gather Victim Org Information
G1017,Volt Typhoon,Volt Typhoon has conducted extensive reconnaissance pre-compromise to gain information about the targeted organization.,T1591,Reconnaissance,"Adversaries may gather information about the victim's organization that can be used during targeting. Information about an organization may include a variety of details, including the names of divisions/departments, specifics of business operations, as well as the roles and responsibilities of key employees.",Gather Victim Org Information
G0059,Magic Hound,Magic Hound has collected location information from visitors to their phishing sites.,T1591.001,Reconnaissance,"Adversaries may gather the victim's physical location(s) that can be used during targeting. Information about physical locations of a target organization may include a variety of details, including where key resources and infrastructure are housed. Physical locations may also indicate what legal jurisdiction and/or authorities the victim operates within.",Determine Physical Locations
G0035,Dragonfly,Dragonfly has collected open source information to identify relationships between organizations for targeting purposes.,T1591.002,Reconnaissance,"Adversaries may gather information about the victim's business relationships that can be used during targeting. Information about an organization’s business relationships may include a variety of details, including second or third-party organizations/domains (ex: managed service providers, contractors, etc.) that have connected (and potentially elevated) network access. This information may also reveal supply chains and shipment paths for the victim’s hardware and software resources.",Business Relationships
G1004,LAPSUS$,LAPSUS$ has gathered detailed knowledge of an organization's supply chain relationships.,T1591.002,Reconnaissance,"Adversaries may gather information about the victim's business relationships that can be used during targeting. Information about an organization’s business relationships may include a variety of details, including second or third-party organizations/domains (ex: managed service providers, contractors, etc.) that have connected (and potentially elevated) network access. This information may also reveal supply chains and shipment paths for the victim’s hardware and software resources.",Business Relationships
G0034,Sandworm Team,"In preparation for its attack against the 2018 Winter Olympics, Sandworm Team conducted online research of partner organizations listed on an official PyeongChang Olympics partnership site.",T1591.002,Reconnaissance,"Adversaries may gather information about the victim's business relationships that can be used during targeting. Information about an organization’s business relationships may include a variety of details, including second or third-party organizations/domains (ex: managed service providers, contractors, etc.) that have connected (and potentially elevated) network access. This information may also reveal supply chains and shipment paths for the victim’s hardware and software resources.",Business Relationships
G1001,HEXANE,"HEXANE has identified executives, HR, and IT staff at victim organizations for further targeting.",T1591.004,Reconnaissance,"Adversaries may gather information about identities and roles within the victim organization that can be used during targeting. Information about business roles may reveal a variety of targetable details, including identifiable information for key personnel as well as what data/resources they have access to.",Identify Roles
G1004,LAPSUS$,LAPSUS$ has gathered detailed knowledge of team structures within a target organization.,T1591.004,Reconnaissance,"Adversaries may gather information about identities and roles within the victim organization that can be used during targeting. Information about business roles may reveal a variety of targetable details, including identifiable information for key personnel as well as what data/resources they have access to.",Identify Roles
C0022,Operation Dream Job,"During Operation Dream Job, Lazarus Group targeted specific individuals within an organization with tailored job vacancy announcements.",T1591.004,Reconnaissance,"Adversaries may gather information about identities and roles within the victim organization that can be used during targeting. Information about business roles may reveal a variety of targetable details, including identifiable information for key personnel as well as what data/resources they have access to.",Identify Roles
G1017,Volt Typhoon,Volt Typhoon has identified key network and IT staff members pre-compromise at targeted organizations.,T1591.004,Reconnaissance,"Adversaries may gather information about identities and roles within the victim organization that can be used during targeting. Information about business roles may reveal a variety of targetable details, including identifiable information for key personnel as well as what data/resources they have access to.",Identify Roles
G0007,APT28,APT28 has used spearphishing to compromise credentials.,T1598,Reconnaissance,"Adversaries may send phishing messages to elicit sensitive information that can be used during targeting. Phishing for information is an attempt to trick targets into divulging information, frequently credentials or other actionable information. Phishing for information is different from Phishing in that the objective is gathering data from the victim rather than executing malicious code.",Phishing for Information
G0094,Kimsuky,Kimsuky has used tailored spearphishing emails to gather victim information including contat lists to identify additional targets.,T1598,Reconnaissance,"Adversaries may send phishing messages to elicit sensitive information that can be used during targeting. Phishing for information is an attempt to trick targets into divulging information, frequently credentials or other actionable information. Phishing for information is different from Phishing in that the objective is gathering data from the victim rather than executing malicious code.",Phishing for Information
