ID,Name,Description,Techniques,Tactics,Techniques-Description,Techniques-Name
S0445,ShimRatReporter,ShimRatReporter sent collected system and network information compiled into a report to an adversary-controlled C2.,T1020,Exfiltration,"Adversaries may exfiltrate data, such as sensitive documents, through the use of automated processing after being gathered during Collection.",Automated Exfiltration
G0121,Sidewinder,Sidewinder has configured tools to automatically send collected files to attacker controlled servers.,T1020,Exfiltration,"Adversaries may exfiltrate data, such as sensitive documents, through the use of automated processing after being gathered during Collection.",Automated Exfiltration
S1166,Solar,Solar can automatically exfitrate files from compromised systems.,T1020,Exfiltration,"Adversaries may exfiltrate data, such as sensitive documents, through the use of automated processing after being gathered during Collection.",Automated Exfiltration
S1183,StrelaStealer,StrelaStealer automatically sends gathered email credentials following collection to command and control servers via HTTP POST.,T1020,Exfiltration,"Adversaries may exfiltrate data, such as sensitive documents, through the use of automated processing after being gathered during Collection.",Automated Exfiltration
S0491,StrongPity,StrongPity can automatically exfiltrate collected documents to the C2 server.,T1020,Exfiltration,"Adversaries may exfiltrate data, such as sensitive documents, through the use of automated processing after being gathered during Collection.",Automated Exfiltration
S0467,TajMahal,TajMahal has the ability to manage an automated queue of egress files and commands sent to its C2.,T1020,Exfiltration,"Adversaries may exfiltrate data, such as sensitive documents, through the use of automated processing after being gathered during Collection.",Automated Exfiltration
S0131,TINYTYPHON,"When a document is found matching one of the extensions in the configuration, TINYTYPHON uploads it to the C2 server.",T1020,Exfiltration,"Adversaries may exfiltrate data, such as sensitive documents, through the use of automated processing after being gathered during Collection.",Automated Exfiltration
G0081,Tropic Trooper,Tropic Trooper has used a copy function to automatically exfiltrate sensitive data from air-gapped systems using USB storage.,T1020,Exfiltration,"Adversaries may exfiltrate data, such as sensitive documents, through the use of automated processing after being gathered during Collection.",Automated Exfiltration
S0136,USBStealer,USBStealer automatically exfiltrates collected files via removable media when an infected device connects to an air-gapped victim machine after initially being connected to an internet-enabled victim machine.,T1020,Exfiltration,"Adversaries may exfiltrate data, such as sensitive documents, through the use of automated processing after being gathered during Collection.",Automated Exfiltration
G1035,Winter Vivern,Winter Vivern delivered a PowerShell script capable of recursively scanning victim machines looking for various file types before exfiltrating identified files via HTTP.,T1020,Exfiltration,"Adversaries may exfiltrate data, such as sensitive documents, through the use of automated processing after being gathered during Collection.",Automated Exfiltration
S0622,AppleSeed,AppleSeed has divided files if the size is 0x1000000 bytes or more.,T1030,Exfiltration,An adversary may exfiltrate data in fixed size chunks instead of whole files or limit packet sizes below certain thresholds. This approach may be used to avoid triggering network data transfer threshold alerts.,Data Transfer Size Limits
G0007,APT28,APT28 has split archived exfiltration files into chunks smaller than 1MB.,T1030,Exfiltration,An adversary may exfiltrate data in fixed size chunks instead of whole files or limit packet sizes below certain thresholds. This approach may be used to avoid triggering network data transfer threshold alerts.,Data Transfer Size Limits
G0096,APT41,APT41 transfers post-exploitation files dividing the payload into fixed-size chunks to evade detection.,T1030,Exfiltration,An adversary may exfiltrate data in fixed size chunks instead of whole files or limit packet sizes below certain thresholds. This approach may be used to avoid triggering network data transfer threshold alerts.,Data Transfer Size Limits
C0015,C0015,"During C0015, the threat actors limited Rclone's bandwidth setting during exfiltration.",T1030,Exfiltration,An adversary may exfiltrate data in fixed size chunks instead of whole files or limit packet sizes below certain thresholds. This approach may be used to avoid triggering network data transfer threshold alerts.,Data Transfer Size Limits
C0026,C0026,"During C0026, the threat actors split encrypted archives containing stolen files and information into 3MB parts prior to exfiltration.",T1030,Exfiltration,An adversary may exfiltrate data in fixed size chunks instead of whole files or limit packet sizes below certain thresholds. This approach may be used to avoid triggering network data transfer threshold alerts.,Data Transfer Size Limits
S0030,Carbanak,Carbanak exfiltrates data in compressed chunks if a message is larger than 4096 bytes .,T1030,Exfiltration,An adversary may exfiltrate data in fixed size chunks instead of whole files or limit packet sizes below certain thresholds. This approach may be used to avoid triggering network data transfer threshold alerts.,Data Transfer Size Limits
S0154,Cobalt Strike,Cobalt Strike will break large data sets into smaller chunks for exfiltration.,T1030,Exfiltration,An adversary may exfiltrate data in fixed size chunks instead of whole files or limit packet sizes below certain thresholds. This approach may be used to avoid triggering network data transfer threshold alerts.,Data Transfer Size Limits
S0170,Helminth,Helminth splits data into chunks up to 23 bytes and sends the data in DNS queries to its C2 server.,T1030,Exfiltration,An adversary may exfiltrate data in fixed size chunks instead of whole files or limit packet sizes below certain thresholds. This approach may be used to avoid triggering network data transfer threshold alerts.,Data Transfer Size Limits
S0487,Kessel,Kessel can split the data to be exilftrated into chunks that will fit in subdomains of DNS queries.,T1030,Exfiltration,An adversary may exfiltrate data in fixed size chunks instead of whole files or limit packet sizes below certain thresholds. This approach may be used to avoid triggering network data transfer threshold alerts.,Data Transfer Size Limits
S1020,Kevin,Kevin can exfiltrate data to the C2 server in 27-character chunks.,T1030,Exfiltration,An adversary may exfiltrate data in fixed size chunks instead of whole files or limit packet sizes below certain thresholds. This approach may be used to avoid triggering network data transfer threshold alerts.,Data Transfer Size Limits
G1014,LuminousMoth,LuminousMoth has split archived files into multiple parts to bypass a 5MB limit.,T1030,Exfiltration,An adversary may exfiltrate data in fixed size chunks instead of whole files or limit packet sizes below certain thresholds. This approach may be used to avoid triggering network data transfer threshold alerts.,Data Transfer Size Limits
S1141,LunarWeb,LunarWeb can split exfiltrated data that exceeds 1.33 MB in size into multiple random sized parts between 384 and 512 KB.,T1030,Exfiltration,An adversary may exfiltrate data in fixed size chunks instead of whole files or limit packet sizes below certain thresholds. This approach may be used to avoid triggering network data transfer threshold alerts.,Data Transfer Size Limits
S0699,Mythic,Mythic supports custom chunk sizes used to upload/download files.,T1030,Exfiltration,An adversary may exfiltrate data in fixed size chunks instead of whole files or limit packet sizes below certain thresholds. This approach may be used to avoid triggering network data transfer threshold alerts.,Data Transfer Size Limits
S0644,ObliqueRAT,ObliqueRAT can break large files of interest into smaller chunks to prepare them for exfiltration.,T1030,Exfiltration,An adversary may exfiltrate data in fixed size chunks instead of whole files or limit packet sizes below certain thresholds. This approach may be used to avoid triggering network data transfer threshold alerts.,Data Transfer Size Limits
S0264,OopsIE,OopsIE exfiltrates command output and collected files to its C2 server in 1500-byte blocks.,T1030,Exfiltration,An adversary may exfiltrate data in fixed size chunks instead of whole files or limit packet sizes below certain thresholds. This approach may be used to avoid triggering network data transfer threshold alerts.,Data Transfer Size Limits
G1040,Play,Play has split victims' files into chunks for exfiltration.,T1030,Exfiltration,An adversary may exfiltrate data in fixed size chunks instead of whole files or limit packet sizes below certain thresholds. This approach may be used to avoid triggering network data transfer threshold alerts.,Data Transfer Size Limits
S0150,POSHSPY,POSHSPY uploads data in 2048-byte chunks.,T1030,Exfiltration,An adversary may exfiltrate data in fixed size chunks instead of whole files or limit packet sizes below certain thresholds. This approach may be used to avoid triggering network data transfer threshold alerts.,Data Transfer Size Limits
S1040,Rclone,"The Rclone ""chunker"" overlay supports splitting large files in smaller chunks during upload to circumvent size limits.",T1030,Exfiltration,An adversary may exfiltrate data in fixed size chunks instead of whole files or limit packet sizes below certain thresholds. This approach may be used to avoid triggering network data transfer threshold alerts.,Data Transfer Size Limits
S0495,RDAT,"RDAT can upload a file via HTTP POST response to the C2 split into 102,400-byte portions. RDAT can also download data from the C2 which is split into 81,920-byte portions.",T1030,Exfiltration,An adversary may exfiltrate data in fixed size chunks instead of whole files or limit packet sizes below certain thresholds. This approach may be used to avoid triggering network data transfer threshold alerts.,Data Transfer Size Limits
S1200,StealBit,StealBit can be configured to exfiltrate files at a specified rate to evade network detection mechanisms.,T1030,Exfiltration,An adversary may exfiltrate data in fixed size chunks instead of whole files or limit packet sizes below certain thresholds. This approach may be used to avoid triggering network data transfer threshold alerts.,Data Transfer Size Limits
G0027,Threat Group-3390,Threat Group-3390 actors have split RAR files for exfiltration into parts.,T1030,Exfiltration,An adversary may exfiltrate data in fixed size chunks instead of whole files or limit packet sizes below certain thresholds. This approach may be used to avoid triggering network data transfer threshold alerts.,Data Transfer Size Limits
S0677,AADInternals,AADInternals can directly download cloud user data such as OneDrive files.,T1048,Exfiltration,Adversaries may steal data by exfiltrating it over a different protocol than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Alternative Protocol
S0482,Bundlore,Bundlore uses the curl -s -L -o command to exfiltrate archived data to a URL.,T1048,Exfiltration,Adversaries may steal data by exfiltrating it over a different protocol than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Alternative Protocol
S0631,Chaes,"Chaes has exfiltrated its collected data from the infected machine to the C2, sometimes using the MIME protocol.",T1048,Exfiltration,Adversaries may steal data by exfiltrating it over a different protocol than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Alternative Protocol
S0503,FrameworkPOS,FrameworkPOS can use DNS tunneling for exfiltration of credit card data.,T1048,Exfiltration,Adversaries may steal data by exfiltrating it over a different protocol than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Alternative Protocol
S0203,Hydraq,Hydraq connects to a predefined domain on port 443 to exfil gathered information.,T1048,Exfiltration,Adversaries may steal data by exfiltrating it over a different protocol than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Alternative Protocol
S0641,Kobalos,Kobalos can exfiltrate credentials over the network via UDP.,T1048,Exfiltration,Adversaries may steal data by exfiltrating it over a different protocol than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Alternative Protocol
G1040,Play,Play has used WinSCP to exfiltrate data to actor-controlled accounts.,T1048,Exfiltration,Adversaries may steal data by exfiltrating it over a different protocol than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Alternative Protocol
S0428,PoetRAT,PoetRAT has used a .NET tool named dog.exe to exiltrate information over an e-mail account.,T1048,Exfiltration,Adversaries may steal data by exfiltrating it over a different protocol than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Alternative Protocol
G0139,TeamTNT,TeamTNT has sent locally staged files with collected credentials to C2 servers using cURL.,T1048,Exfiltration,Adversaries may steal data by exfiltrating it over a different protocol than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Alternative Protocol
G0007,APT28,APT28 has exfiltrated archives of collected data previously staged on a target's OWA server via HTTPS.,T1048.002,Exfiltration,Adversaries may steal data by exfiltrating it over an asymmetrically encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol
G1012,CURIUM,CURIUM has used SMTPS to exfiltrate collected data from victims.,T1048.002,Exfiltration,Adversaries may steal data by exfiltrating it over an asymmetrically encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol
S0483,IcedID,IcedID has exfiltrated collected data via HTTPS.,T1048.002,Exfiltration,Adversaries may steal data by exfiltrating it over an asymmetrically encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol
S1040,Rclone,Rclone can exfiltrate data over SFTP or HTTPS via WebDAV.,T1048.002,Exfiltration,Adversaries may steal data by exfiltrating it over an asymmetrically encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol
C0024,SolarWinds Compromise,"During the SolarWinds Compromise, APT29 exfiltrated collected data over a simple HTTPS request to a password-protected archive staged on a victim's OWA servers.",T1048.002,Exfiltration,Adversaries may steal data by exfiltrating it over an asymmetrically encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol
G1046,Storm-1811,Storm-1811 has exfiltrated captured user credentials via Secure Copy Protocol (SCP).,T1048.002,Exfiltration,Adversaries may steal data by exfiltrating it over an asymmetrically encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol
S0331,Agent Tesla,"Agent Tesla has routines for exfiltration over SMTP, FTP, and HTTP.",T1048.003,Exfiltration,Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Unencrypted Non-C2 Protocol
G0050,APT32,APT32's backdoor can exfiltrate data by encoding it in the subdomain field of DNS packets.,T1048.003,Exfiltration,Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Unencrypted Non-C2 Protocol
G0064,APT33,APT33 has used FTP to exfiltrate files (separately from the C2 channel).,T1048.003,Exfiltration,Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Unencrypted Non-C2 Protocol
S0190,BITSAdmin,BITSAdmin can be used to create BITS Jobs to upload files from a compromised host.,T1048.003,Exfiltration,Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Unencrypted Non-C2 Protocol
S0252,Brave Prince,"Some Brave Prince variants have used South  Korea's Daum email service to exfiltrate information, and later variants have posted the data to a web server via an HTTP post command.",T1048.003,Exfiltration,Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Unencrypted Non-C2 Protocol
C0017,C0017,"During C0017, APT41 exfiltrated victim data via DNS lookups by encoding and prepending it as subdomains to the attacker-controlled domain.",T1048.003,Exfiltration,Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Unencrypted Non-C2 Protocol
S0335,Carbon,Carbon uses HTTP to send data to the C2 server.,T1048.003,Exfiltration,Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Unencrypted Non-C2 Protocol
S1043,ccf32,ccf32 can upload collected data and files to an FTP server.,T1048.003,Exfiltration,Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Unencrypted Non-C2 Protocol
S0674,CharmPower,CharmPower can send victim data via FTP with credentials hardcoded in the script.,T1048.003,Exfiltration,Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Unencrypted Non-C2 Protocol
S0107,Cherry Picker,Cherry Picker exfiltrates files over FTP.,T1048.003,Exfiltration,Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Unencrypted Non-C2 Protocol
S0492,CookieMiner,CookieMiner has used the curl --upload-file command to exfiltrate data over HTTP.,T1048.003,Exfiltration,Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Unencrypted Non-C2 Protocol
S0212,CORALDECK,CORALDECK has exfiltrated data in HTTP POST headers.,T1048.003,Exfiltration,Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Unencrypted Non-C2 Protocol
S0050,CosmicDuke,CosmicDuke exfiltrates collected files over FTP or WebDAV. Exfiltration servers can be separately configured from C2 servers.,T1048.003,Exfiltration,Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Unencrypted Non-C2 Protocol
S0281,Dok,Dok exfiltrates logs of its execution stored in the /tmp folder over FTP using the curl command.,T1048.003,Exfiltration,Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Unencrypted Non-C2 Protocol
G0037,FIN6,FIN6 has sent stolen payment card data to remote servers via HTTP POSTs.,T1048.003,Exfiltration,Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Unencrypted Non-C2 Protocol
G0061,FIN8,FIN8 has used FTP to exfiltrate collected data.,T1048.003,Exfiltration,Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Unencrypted Non-C2 Protocol
S0095,ftp,ftp may be used to exfiltrate data separate from the main command and control protocol.,T1048.003,Exfiltration,Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Unencrypted Non-C2 Protocol
S0487,Kessel,"Kessel can exfiltrate credentials and other information via HTTP POST request, TCP, and DNS.",T1048.003,Exfiltration,Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Unencrypted Non-C2 Protocol
S0356,KONNI,KONNI has used FTP to exfiltrate reconnaissance data out.,T1048.003,Exfiltration,Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Unencrypted Non-C2 Protocol
G0032,Lazarus Group,Lazarus Group malware SierraBravo-Two generates an email message via SMTP containing information about newly infected victims.,T1048.003,Exfiltration,Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Unencrypted Non-C2 Protocol
G0049,OilRig,OilRig has exfiltrated data via Microsoft Exchange and over FTP separately from its primary C2 channel over DNS.,T1048.003,Exfiltration,Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Unencrypted Non-C2 Protocol
S0428,PoetRAT,PoetRAT has used ftp for exfiltration.,T1048.003,Exfiltration,Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Unencrypted Non-C2 Protocol
S1040,Rclone,"Rclone can exfiltrate data over FTP or HTTP, including HTTP via WebDAV.",T1048.003,Exfiltration,Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Unencrypted Non-C2 Protocol
S0125,Remsec,"Remsec can exfiltrate data via a DNS tunnel or email, separately from its C2 channel.",T1048.003,Exfiltration,Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Unencrypted Non-C2 Protocol
G1045,Salt Typhoon,Salt Typhoon has exfiltrated configuration files from exploited network devices over FTP and TFTP.,T1048.003,Exfiltration,Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Unencrypted Non-C2 Protocol
S1124,SocGholish,SocGholish can exfiltrate data directly to its C2 domain via HTTP.,T1048.003,Exfiltration,Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Unencrypted Non-C2 Protocol
G0076,Thrip,Thrip has used WinSCP to exfiltrate data from a targeted organization over FTP.,T1048.003,Exfiltration,Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Unencrypted Non-C2 Protocol
S1116,WARPWIRE,WARPWIRE can send captured credentials to C2 via HTTP GET or POST requests.,T1048.003,Exfiltration,Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Unencrypted Non-C2 Protocol
S0466,WindTail,WindTail has the ability to automatically exfiltrate files using the macOS built-in utility /usr/bin/curl.,T1048.003,Exfiltration,Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Unencrypted Non-C2 Protocol
G0102,Wizard Spider,Wizard Spider has exfiltrated victim information using FTP.,T1048.003,Exfiltration,Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.,Exfiltration Over Unencrypted Non-C2 Protocol
S0045,ADVSTORESHELL,ADVSTORESHELL exfiltrates data over the same channel used for C2.,T1041,Exfiltration,Adversaries may steal data by exfiltrating it over an existing command and control channel. Stolen data is encoded into the normal communications channel using the same protocol as command and control communications.,Exfiltration Over C2 Channel
G1030,Agrius,"Agrius exfiltrated staged data using tools such as Putty and WinSCP, communicating with command and control servers.",T1041,Exfiltration,Adversaries may steal data by exfiltrating it over an existing command and control channel. Stolen data is encoded into the normal communications channel using the same protocol as command and control communications.,Exfiltration Over C2 Channel
S1025,Amadey,Amadey has sent victim data to its C2 servers.,T1041,Exfiltration,Adversaries may steal data by exfiltrating it over an existing command and control channel. Stolen data is encoded into the normal communications channel using the same protocol as command and control communications.,Exfiltration Over C2 Channel
S0584,AppleJeus,AppleJeus has exfiltrated collected host information to a C2 server.,T1041,Exfiltration,Adversaries may steal data by exfiltrating it over an existing command and control channel. Stolen data is encoded into the normal communications channel using the same protocol as command and control communications.,Exfiltration Over C2 Channel
S0622,AppleSeed,AppleSeed can exfiltrate files via the C2 channel.,T1041,Exfiltration,Adversaries may steal data by exfiltrating it over an existing command and control channel. Stolen data is encoded into the normal communications channel using the same protocol as command and control communications.,Exfiltration Over C2 Channel
G0022,APT3,APT3 has a tool that exfiltrates data over the C2 channel.,T1041,Exfiltration,Adversaries may steal data by exfiltrating it over an existing command and control channel. Stolen data is encoded into the normal communications channel using the same protocol as command and control communications.,Exfiltration Over C2 Channel
G0050,APT32,APT32's backdoor has exfiltrated data using the already opened channel with its C&C server.,T1041,Exfiltration,Adversaries may steal data by exfiltrating it over an existing command and control channel. Stolen data is encoded into the normal communications channel using the same protocol as command and control communications.,Exfiltration Over C2 Channel
G0087,APT39,APT39 has exfiltrated stolen victim data through C2 communications.,T1041,Exfiltration,Adversaries may steal data by exfiltrating it over an existing command and control channel. Stolen data is encoded into the normal communications channel using the same protocol as command and control communications.,Exfiltration Over C2 Channel
C0046,ArcaneDoor,ArcaneDoor included use of existing command and control channels for data exfiltration.,T1041,Exfiltration,Adversaries may steal data by exfiltrating it over an existing command and control channel. Stolen data is encoded into the normal communications channel using the same protocol as command and control communications.,Exfiltration Over C2 Channel
S0373,Astaroth,Astaroth exfiltrates collected information from its r1.log file to the external C2 server.,T1041,Exfiltration,Adversaries may steal data by exfiltrating it over an existing command and control channel. Stolen data is encoded into the normal communications channel using the same protocol as command and control communications.,Exfiltration Over C2 Channel
S0438,Attor,Attor has exfiltrated data over the C2 channel.,T1041,Exfiltration,Adversaries may steal data by exfiltrating it over an existing command and control channel. Stolen data is encoded into the normal communications channel using the same protocol as command and control communications.,Exfiltration Over C2 Channel
S1029,AuTo Stealer,AuTo Stealer can exfiltrate data over actor-controlled C2 servers via HTTP or TCP.,T1041,Exfiltration,Adversaries may steal data by exfiltrating it over an existing command and control channel. Stolen data is encoded into the normal communications channel using the same protocol as command and control communications.,Exfiltration Over C2 Channel
